P1_P_PARTKEY,P1_P_NAME,P1_P_MFGR,P1_P_BRAND,P1_P_TYPE,P1_P_SIZE,P1_P_CONTAINER,P1_P_RETAILPRICE,P1_P_COMMENT
1748,286686523,769378664,600616823,626184819,34,1065123627,164974,291079031
1749,96622226,636734202,92540590,454390549,29,442629192,165074,512498251
1750,345173330,358198320,835727822,114745743,44,914094596,165175,863957619
1751,118225440,358198320,92998158,87951864,24,685251842,165275,550250076
1752,933779255,119630363,100627142,454716506,22,135724418,165375,221897293
1753,302166459,358198320,533813379,47982338,50,150861774,165475,367685311
1754,585670849,119630363,100627142,176313533,39,933592180,165575,479414868
1755,1011024358,769378664,445865090,35270045,43,376446406,165675,784316295
1756,265541456,572414757,941774389,568793734,10,157931518,165775,378308531
1757,847623948,769378664,323945030,447488005,33,522444752,165875,761006023
1758,757375622,119630363,874250391,438953653,39,661352075,165975,1057363247
1759,945538685,119630363,724565089,138684891,43,950309306,166075,53416839
1760,947720208,358198320,204013689,888267572,3,58170374,166176,643088304
1761,531962812,769378664,445865090,481146443,42,1073378685,166276,67824584
1762,800444911,636734202,645096753,57114535,7,522444752,166376,560088582
1763,447858600,358198320,204013689,1039281776,36,950309306,166476,503633003
1764,429452347,572414757,303571634,1037151810,13,914094596,166576,932564955
1765,558784882,358198320,533813379,837770402,50,857897645,166676,1016296969
1766,237429046,636734202,461996362,100881916,18,969584240,166776,254840978
1767,602836367,769378664,907834889,47982338,1,633393698,166876,538194706
1768,723604250,572414757,606029594,421194723,10,244966167,166976,159227103
1769,453840386,572414757,474336000,894497667,9,110255164,167076,397427303
1770,669991492,572414757,474336000,70352832,24,841823385,167177,563005050
1771,1004306499,769378664,907834889,973625706,2,990172696,167277,582376984
1772,605395629,769378664,136548634,145327273,6,778442747,167377,85078232
1773,191052183,572414757,941774389,917505307,12,722772889,167477,1014849304
1774,104124239,769378664,600616823,794589534,22,522444752,167577,653743754
1775,30698362,769378664,445865090,299338386,12,132859125,167677,1069775621
1776,511210584,358198320,533813379,438615957,13,1065123627,167777,708175603
1777,224790907,636734202,461996362,35270045,48,990172696,167877,1010382768
1778,155735641,636734202,92540590,327822938,9,857897645,167977,489143675
1779,543506557,572414757,1017314817,725491806,9,244966167,168077,470812606
1780,461409826,636734202,930522560,70352832,38,862246538,168178,114574057
1781,985358853,769378664,600616823,676027218,11,330741533,168278,795409312
1782,249261324,572414757,303571634,1055765761,19,990172696,168378,107869208
1783,526965840,636734202,645096753,448959962,30,793473108,168478,1053061888
1784,19445996,358198320,835727822,454716506,34,537974151,168578,953912951
1785,1574651,636734202,461996362,903722543,42,414053841,168678,650892964
1786,929389368,636734202,645096753,658772357,11,150861774,168778,4354662
1787,740947191,572414757,606029594,809135577,38,933592180,168878,459814410
1788,815872484,636734202,930522560,453561333,34,969584240,168978,663272910
1789,981686863,358198320,92998158,453561333,29,841823385,169078,829975350
1790,424103766,636734202,92540590,87951864,31,128251339,169179,610213221
1791,970952023,119630363,87904542,894497667,18,793473108,169279,203692214
1792,827763512,769378664,907834889,128219234,30,135724418,169379,420348608
1793,779824382,119630363,874250391,169105916,27,132859125,169479,928140561
1794,1039933448,636734202,92540590,426551212,11,358456330,169579,173582621
1795,280193139,769378664,323945030,741356596,13,722772889,169679,446038412
1796,52868462,769378664,907834889,749720854,6,414053841,169779,898834347
1797,378144161,769378664,136548634,894497667,25,951436719,169879,208960072
1798,860019965,769378664,600616823,438615957,3,135724418,169979,522577882
1799,892348499,572414757,303571634,87951864,15,476280133,170079,971494789
1800,1012760604,358198320,204013689,176313533,8,950309306,170180,697652753
1801,768809140,769378664,136548634,147979726,40,633393698,170280,4703331
1802,385192317,119630363,100627142,314681012,32,135724418,170380,645303355
1803,226871010,119630363,87904542,745479360,15,1065123627,170480,60133322
1804,714837131,119630363,874250391,100881916,33,633393698,170580,413846311
1805,898007010,572414757,606029594,983763394,43,376446406,170680,820015575
1806,678142509,358198320,533813379,100881916,16,128251339,170780,32000198
1807,366064936,769378664,323945030,91322759,44,414053841,170880,647044348
1808,1071466848,358198320,835727822,91322759,13,132859125,170980,136922277
1809,607660948,358198320,92998158,251067217,13,857897645,171080,97541380
1810,598565086,769378664,136548634,444697879,11,476280133,171181,1073144146
1811,562025005,358198320,204013689,568963210,42,1065123627,171281,907002969
1812,700845371,636734202,930522560,384902664,4,990172696,171381,255137050
1813,789101693,572414757,303571634,980796360,48,969584240,171481,261538490
1814,306297903,572414757,606029594,145327273,42,661352075,171581,1030285013
1815,468196721,572414757,1017314817,327822938,37,476280133,171681,522843019
1816,294399436,358198320,92998158,100881916,13,950309306,171781,588359743
1817,1005649787,769378664,445865090,574905389,40,661352075,171881,328523753
1818,364332880,769378664,136548634,973625706,30,330741533,171981,650397568
1819,772099531,636734202,461996362,1039792716,18,110255164,172081,431375941
1820,881614651,636734202,912325741,243251345,26,330741533,172182,542415907
1821,463949302,358198320,149312461,626184819,39,478264760,172282,858097108
1822,108119121,636734202,461996362,711216073,2,244966167,172382,696265474
1823,577545077,572414757,474336000,500347223,24,698851713,172482,388049740
1824,356424163,572414757,606029594,61542427,1,950309306,172582,133139188
1825,849878509,572414757,474336000,852051094,27,841823385,172682,365612082
1826,217507934,572414757,474336000,138684891,38,685251842,172782,857964590
1827,645133226,572414757,941774389,453561333,34,476280133,172882,308594649
1828,701408135,119630363,87904542,525949287,10,914094596,172982,181454124
1829,197420786,358198320,149312461,649360893,25,933592180,173082,374592773
1830,171580904,358198320,92998158,958677645,19,58170374,173183,392055662
1831,713194338,769378664,323945030,436355334,37,150861774,173283,1007238242
1832,484513204,769378664,323945030,481146443,3,132859125,173383,802724053
1833,405163591,769378664,907834889,444697879,17,950309306,173483,1056938005
1834,690920338,636734202,912325741,361625467,29,862246538,173583,470006495
1835,182983862,636734202,645096753,35270045,39,538046931,173683,1014468583
1836,765373425,769378664,323945030,1037151810,4,778442747,173783,482218027
1837,974600877,769378664,323945030,980796360,10,1073378685,173883,116677274
1838,90892791,769378664,600616823,550351346,35,722772889,173983,957412516
1839,784489909,572414757,606029594,806151297,5,244966167,174083,871634307
1840,531268748,358198320,204013689,491245267,49,442629192,174184,679057151
1841,661573131,769378664,445865090,444697879,35,990172696,174284,153631896
1842,67405667,119630363,724565089,164223055,6,275045273,174384,639871943
1843,674282526,119630363,874250391,188881828,45,157931518,174484,440726812
1844,641981867,769378664,445865090,1002109111,2,150861774,174584,918980706
1845,985834368,572414757,303571634,933659093,40,442629192,174684,160617020
1846,623270170,119630363,724565089,816586290,45,478264760,174784,980972317
1847,230353683,636734202,461996362,746289111,48,633393698,174884,712420202
1848,746107975,572414757,1017314817,130450140,11,969584240,174984,79655773
1849,683200364,769378664,907834889,888362333,24,150861774,175084,1027245013
1850,829972272,572414757,303571634,57114535,1,358456330,175185,858138516
1851,961543984,636734202,645096753,454651936,3,862246538,175285,289834753
1852,464411566,572414757,941774389,16209127,23,951436719,175385,897285713
1853,865361949,769378664,136548634,458807834,34,793473108,175485,634226035
1854,492519934,358198320,533813379,243251345,14,841823385,175585,500144957
1855,830953156,358198320,92998158,852051094,9,442629192,175685,522402736
1856,476459526,572414757,606029594,1055765761,31,778442747,175785,895303036
1857,854602767,119630363,874250391,888267572,48,793473108,175885,925582529
1858,376108211,358198320,533813379,626184819,15,157931518,175985,989246164
1859,14910294,119630363,87904542,734914638,20,1073378685,176085,754457436
1860,355867509,572414757,474336000,917505307,26,950309306,176186,394139451
1861,359608571,119630363,100627142,676027218,3,244966167,176286,794531814
1862,328368907,572414757,303571634,253772148,8,722772889,176386,196503138
1863,1056816921,572414757,606029594,500347223,49,969584240,176486,213044105
1864,232285309,572414757,303571634,694894798,20,914094596,176586,722309614
1865,712998315,636734202,92540590,565302581,39,150861774,176686,1056914129
1866,704051807,769378664,445865090,458807834,18,722772889,176786,518810881
1867,846630717,572414757,1017314817,794589534,49,330741533,176886,872963682
1868,81833264,636734202,92540590,275404538,16,862246538,176986,191151690
1869,964291380,358198320,149312461,470953656,6,857897645,177086,49807157
1870,860176784,636734202,645096753,1039281776,49,522444752,177187,368342342
1871,930967423,119630363,87904542,773719241,21,862246538,177287,444407651
1872,270699006,358198320,204013689,1039281776,45,330741533,177387,59408241
1873,881565491,119630363,805174136,114745743,48,150861774,177487,58069722
1874,83295784,358198320,149312461,438615957,3,950309306,177587,944971959
1875,258621163,358198320,149312461,837770402,26,128251339,177687,756769893
1876,845162558,572414757,303571634,498021420,50,442629192,177787,707592938
1877,198209194,572414757,606029594,773509879,7,881407782,177887,210866289
1878,154726074,572414757,474336000,1015815959,10,778442747,177987,859204417
1879,771895849,572414757,303571634,816586290,10,128251339,178087,761079341
1880,752170249,636734202,645096753,251067217,27,358456330,178188,453216147
1881,752693635,572414757,941774389,922606174,41,439432863,178288,94570100
1882,764675581,769378664,907834889,922606174,1,914094596,178388,261435701
1883,457499590,636734202,912325741,67819486,39,244966167,178488,391323859
1884,521529283,636734202,645096753,541259438,47,132859125,178588,337530033
1885,275611927,636734202,92540590,766427479,31,912561269,178688,1006029688
1886,100983100,769378664,136548634,852051094,43,857897645,178788,684519444
1887,314711297,769378664,907834889,199004570,46,633393698,178888,238414787
1888,285402692,572414757,941774389,466070234,9,950309306,178988,753346877
1889,674479899,769378664,445865090,438953653,35,439432863,179088,94605410
1890,605483208,119630363,874250391,580013018,35,1065123627,179189,139141155
1891,286628056,769378664,445865090,875838945,20,330741533,179289,84943073
1892,843779824,119630363,87904542,454716506,37,58170374,179389,752448934
1893,59436555,572414757,941774389,773509879,48,722772889,179489,204742650
1894,104658344,769378664,907834889,908313182,14,778442747,179589,1007116794
1895,350398173,358198320,149312461,100881916,4,841823385,179689,140750488
1896,216163144,358198320,835727822,100881916,40,522444752,179789,377180658
1897,470294127,636734202,645096753,164223055,19,414053841,179889,917470012
1898,363596027,769378664,445865090,311261128,17,661352075,179989,1047908720
1899,539456234,358198320,92998158,884593886,26,538046931,180089,724887213
1900,919793994,119630363,100627142,436355334,44,1065123627,180190,909844881
1901,453217813,769378664,445865090,746289111,14,414053841,180290,141578679
1902,379073721,636734202,92540590,431513001,12,358456330,180390,552170402
1903,612817547,769378664,600616823,6071928,33,414053841,180490,974674905
1904,720952901,119630363,874250391,299338386,20,244966167,180590,889540492
1905,96660978,572414757,606029594,1002109111,29,951436719,180690,471835212
1906,436497791,358198320,92998158,384902664,41,358456330,180790,216924585
1907,75009023,358198320,92998158,875838945,19,633393698,180890,291194393
1908,734452084,769378664,445865090,541259438,37,862246538,180990,237714973
1909,268040740,769378664,600616823,745479360,26,685251842,181090,23412975
1910,540103660,572414757,941774389,275404538,36,157931518,181191,768827288
1911,75608721,769378664,136548634,651423291,38,275045273,181291,934735073
1912,338299120,769378664,323945030,922606174,2,1065123627,181391,112668914
1913,845851261,119630363,805174136,518605273,35,442629192,181491,956810541
1914,214239263,358198320,835727822,61542427,9,722772889,181591,483750733
1915,768269102,119630363,100627142,169105916,49,778442747,181691,768447620
1916,556202158,572414757,606029594,1039281776,2,538046931,181791,657210411
1917,517227644,769378664,445865090,438953653,9,698851713,181891,768365635
1918,855533726,358198320,533813379,734914638,38,969584240,181991,767845484
1919,290369074,636734202,92540590,903722543,39,633393698,182091,937343565
1920,525406681,358198320,533813379,477013090,26,244966167,182192,435270598
1921,1060629483,769378664,600616823,806151297,6,58170374,182292,142202275
1922,476345184,572414757,941774389,454716506,32,522444752,182392,509738118
1923,303957987,119630363,805174136,816586290,8,990172696,182492,853699657
1924,31661197,769378664,907834889,145719540,1,1065123627,182592,1050409584
1925,381884258,769378664,323945030,809135577,47,914094596,182692,262249624
1926,148306264,636734202,645096753,498021420,28,698851713,182792,936691369
1927,350827142,119630363,100627142,602193411,26,157931518,182892,496246222
1928,336910167,769378664,136548634,1002109111,13,244966167,182992,432136596
1929,802625419,119630363,87904542,725491806,17,244966167,183092,453004633
1930,309301349,636734202,930522560,592282916,5,275045273,183193,666442302
1931,964415007,636734202,930522560,466070234,10,951436719,183293,628210681
1932,1064852713,119630363,724565089,745479360,31,522444752,183393,641797838
1933,852073557,769378664,323945030,421194723,31,990172696,183493,871059618
1934,603636995,636734202,645096753,933659093,33,244966167,183593,237235242
1935,545790260,119630363,100627142,699898675,24,990172696,183693,174754649
1936,535992122,358198320,835727822,886566218,1,1073378685,183793,661160965
1937,146691129,358198320,149312461,592282916,35,538046931,183893,142914225
1938,501069321,769378664,323945030,164223055,44,330741533,183993,814131576
1939,876979197,358198320,92998158,346507224,7,1073378685,184093,1007683393
1940,260793656,636734202,912325741,763732228,26,150861774,184194,604892475
1941,716369065,769378664,907834889,749720854,20,376446406,184294,737083400
1942,595022989,119630363,874250391,568963210,17,722772889,184394,275183285
1943,445544934,769378664,323945030,694894798,16,862246538,184494,478208299
1944,1045064771,119630363,100627142,147979726,24,914094596,184594,406686106
1945,640681968,119630363,724565089,35270045,45,132859125,184694,454310248
1946,794538775,636734202,645096753,773509879,32,358456330,184794,932667338
1947,139217161,572414757,474336000,314681012,18,128251339,184894,517253797
1948,124093226,358198320,92998158,376126556,41,522444752,184994,488930529
1949,997977870,358198320,835727822,409851523,35,439432863,185094,236175868
1950,241770180,572414757,303571634,703164306,48,442629192,185195,782451788
1951,186860119,769378664,323945030,466070234,24,275045273,185295,1015546784
1952,107066106,358198320,835727822,852051094,30,110255164,185395,394771341
1953,627676031,572414757,303571634,568963210,33,135724418,185495,1059782405
1954,106490114,769378664,323945030,743324822,24,157931518,185595,44555862
1955,723463173,572414757,303571634,852051094,14,135724418,185695,987984263
1956,840001561,572414757,474336000,235794965,42,110255164,185795,110430985
1957,404952403,636734202,461996362,145327273,9,110255164,185895,686384919
1958,126904310,119630363,724565089,568793734,22,376446406,185995,810420128
1959,1023713466,636734202,645096753,734914638,47,950309306,186095,764241696
1960,718419599,636734202,461996362,409851523,30,950309306,186196,1045608518
1961,45915495,358198320,92998158,703164306,29,722772889,186296,373023691
1962,525259575,769378664,907834889,894497667,11,633393698,186396,919271974
1963,315702985,572414757,1017314817,1055765761,37,685251842,186496,252748251
1964,119227502,358198320,149312461,649360893,42,722772889,186596,950771016
1965,476271566,119630363,874250391,70352832,34,132859125,186696,902175928
1966,895857954,358198320,835727822,1015815959,40,969584240,186796,887372638
1967,716875979,572414757,303571634,917505307,42,376446406,186896,19902161
1968,368030937,572414757,606029594,477013090,26,862246538,186996,938440965
1969,832593087,636734202,92540590,477013090,43,914094596,187096,527465835
1970,890100258,572414757,606029594,16209127,50,990172696,187197,897959466
1971,536959998,769378664,323945030,1037151810,10,698851713,187297,918980706
1972,476834647,119630363,874250391,418834743,17,881407782,187397,502297058
1973,321131212,769378664,136548634,933659093,13,1073378685,187497,660833022
1974,792427389,636734202,461996362,436355334,14,1065123627,187597,40011743
1975,795387521,572414757,1017314817,189529079,6,722772889,187697,8306038
1976,788369982,358198320,835727822,346507224,32,969584240,187797,455120067
1977,93463404,769378664,445865090,91948629,33,128251339,187897,450722220
1978,229738256,119630363,874250391,933659093,44,244966167,187997,184457323
1979,501478448,572414757,941774389,746289111,50,358456330,188097,786224292
1980,412432868,358198320,533813379,447488005,13,793473108,188198,594308474
1981,909176798,769378664,136548634,454651936,23,950309306,188298,725209959
1982,1051987857,119630363,874250391,311261128,18,538046931,188398,459904434
1983,397988307,358198320,149312461,491245267,22,330741533,188498,258780694
1984,603666746,572414757,303571634,884593886,26,951436719,188598,121659797
1985,72695619,119630363,805174136,199004570,26,793473108,188698,793080662
1986,143238154,636734202,461996362,154724362,49,439432863,188798,40188504
1987,1026262092,572414757,474336000,299338386,5,376446406,188898,108782985
1988,552816088,572414757,303571634,6071928,38,969584240,188998,704583560
1989,909259850,636734202,92540590,466715267,15,633393698,189098,108039699
1990,223938051,358198320,149312461,444697879,31,358456330,189199,179736861
1991,257432365,119630363,805174136,773719241,47,358456330,189299,292501647
1992,1026981842,636734202,645096753,100881916,14,537974151,189399,987580887
1993,970643872,769378664,445865090,346507224,4,414053841,189499,868207271
1994,891793363,119630363,805174136,658772357,36,135724418,189599,753320924
1995,243532882,119630363,805174136,16209127,31,914094596,189699,420909393
1996,416215975,358198320,204013689,470953656,22,414053841,189799,356490172
1997,965310404,636734202,92540590,580013018,15,722772889,189899,430606888
1998,444658064,358198320,149312461,1039281776,37,793473108,189999,690273541
1999,224308535,358198320,149312461,651423291,35,358456330,190099,666778204
2000,168238127,119630363,805174136,837770402,46,950309306,90200,260437808
