PS_PARTKEY,PS_SUPPKEY,PS_AVAILQTY,PS_SUPPLYCOST,PS_COMMENT
249,77,5568,5074,476937542
249,4,1861,91416,435424818
249,31,7766,81594,301820234
250,51,3525,29330,127280781
250,78,5208,61759,188145571
250,5,7071,37436,999992820
250,32,4647,28106,654509045
251,52,6748,70347,146259310
251,79,6020,15411,154871308
251,6,9298,88357,597513703
251,33,5130,18319,30344300
252,53,8207,16805,704629951
252,80,1220,41254,736014143
252,7,2813,73415,560660515
252,34,7645,27523,323570250
253,54,544,65808,565885453
253,81,1705,51591,993314526
253,8,6523,78387,708075174
253,35,3540,79750,345300093
254,55,2058,11111,682111121
254,82,717,56477,666388923
254,9,8773,72913,570997377
254,36,1762,94029,234998594
255,56,7540,30777,109554526
255,83,8151,22564,601010081
255,10,2314,36237,562390778
255,37,8412,72085,31745796
256,57,7261,58385,679704591
256,84,1240,82240,256933784
256,11,9145,3372,455973266
256,38,4423,51149,490015786
257,58,5042,39132,200355728
257,85,276,61244,156818368
257,12,8951,65766,79412620
257,39,6401,51053,181913256
258,59,2767,31017,935471588
258,86,6110,47392,915535923
258,13,7290,37776,109011318
258,40,8527,61052,764759734
259,60,649,36181,321202914
259,87,7418,30494,148316276
259,14,2359,49952,623749460
259,41,5176,1299,240247229
260,61,4208,75083,592484432
260,88,681,1199,320853227
260,15,5247,98881,592401766
260,42,4944,74118,194069444
261,62,3590,53709,639255674
261,89,6312,247,885805479
261,16,9167,74791,775391157
261,43,6807,79856,480284045
262,63,6615,1182,916088498
262,90,8397,16188,143272645
262,17,6837,82286,505046739
262,44,7139,77788,38676567
263,64,5592,12318,474642974
263,91,2034,61749,888678459
263,18,6697,65509,117568971
263,45,6421,32123,665742771
264,65,7115,55065,894956873
264,92,6442,23905,730619115
264,19,8245,88754,841947205
264,46,6978,98671,688790962
265,66,5951,28842,694484324
265,93,3699,56598,796433010
265,20,2706,7222,1063350335
265,47,1452,32752,57339048
266,67,2552,26217,596247129
266,94,3521,90357,771904418
266,21,3955,55547,63214438
266,48,1533,37956,964642333
267,68,9780,79691,131784073
267,95,2112,21465,326181834
267,22,9243,47866,334229638
267,49,5747,11149,874347977
268,69,8242,89367,431067866
268,96,532,99583,524020534
268,23,3331,74257,426418548
268,50,6321,96207,187262602
269,70,1186,75385,198540686
269,97,3650,75077,230101670
269,24,8833,93699,23444711
269,51,2695,87442,814680208
270,71,4380,22288,295244709
270,98,8479,85132,596643876
270,25,5513,55902,570795054
270,52,2408,886,332908219
271,72,2155,44283,463532084
271,99,7762,29666,401099031
271,26,3118,20241,421873208
271,53,8112,50483,71679938
272,73,6032,33671,591378683
272,100,2196,93889,645658588
272,27,9403,76421,93292604
272,54,7284,1385,648963528
273,74,1227,29992,914955237
273,1,252,2634,233286384
273,28,9810,36860,664567577
273,55,459,39665,479225113
274,75,9773,40679,886687433
274,2,6020,92595,599183003
274,29,3194,20868,319505301
274,56,7541,7195,739260816
275,76,309,76160,1039449933
275,3,7630,8824,264707738
275,30,5084,80578,367235109
275,57,7063,37714,48464222
276,77,3238,21008,416264704
276,4,2309,61263,626747056
276,31,1966,87826,594729297
276,58,2154,78237,146111935
277,78,9537,59055,4676427
277,5,8662,59719,298978080
277,32,5298,21021,959297570
277,59,7264,76015,651033502
278,79,3792,82045,509301899
278,6,4046,21742,251760832
278,33,3228,6703,621844896
278,60,9568,91833,64990824
279,80,1729,89465,780352994
279,7,6616,50876,931979615
279,34,9390,48206,328393697
279,61,599,34051,149212726
280,81,1048,81732,187591595
280,8,606,64120,427962914
280,35,828,53874,55523499
280,62,3046,86386,253216950
281,82,935,58766,1043851439
281,9,1961,1541,877407037
281,36,7689,49620,119973677
281,63,51,9996,369895743
282,83,17,3701,98146293
282,10,517,86966,506309703
282,37,7339,10076,521864018
282,64,6840,42868,756557196
283,84,80,23032,254819279
283,11,3008,12539,420961107
283,38,484,76699,910111032
283,65,7750,75703,455256157
284,85,3166,26110,652533077
284,12,4409,97364,87081081
284,39,3010,40219,25157725
284,66,2608,58844,803031118
285,86,3017,98375,52775165
285,13,996,44803,4640471
285,40,8086,83559,1031751339
285,67,723,1285,877625654
286,87,1243,37675,117571363
286,14,4231,49889,366907444
286,41,6267,37951,569868289
286,68,5285,96013,955737418
287,88,8571,21971,389792065
287,15,9210,53648,270579569
287,42,1449,78767,483420056
287,69,9865,67451,192729323
288,89,1353,91577,592752475
288,16,9337,81416,877496425
288,43,7811,36102,939399677
288,70,8056,669,789991059
289,90,8148,88414,941848364
289,17,4570,71563,741468214
289,44,2659,82255,908401196
289,71,7441,51998,414023963
290,91,2802,19707,702731885
290,18,5235,67051,179777308
290,45,1424,64666,593789854
290,72,3125,58698,95203545
291,92,380,38356,443996272
291,19,5571,21957,948075998
291,46,7165,27039,723037865
291,73,9023,33850,307498724
292,93,8086,99620,696101800
292,20,9673,92785,545061454
292,47,4133,14375,68572283
292,74,2221,59753,668563052
293,94,3765,91992,370869294
293,21,9232,59744,150832046
293,48,3007,42132,390980518
293,75,7704,32362,988566172
294,95,4958,75515,168990431
294,22,5459,64244,971439809
294,49,2954,38779,99706213
294,76,8698,32437,381886293
295,96,2911,27394,813302048
295,23,5745,86051,542541661
295,50,9953,12333,226549537
295,77,2157,4525,520345149
296,97,8081,60091,27378229
296,24,6040,95478,607487124
296,51,14,17509,1033434176
296,78,6192,87452,355671061
297,98,3869,91893,726568444
297,25,3206,98058,425851808
297,52,2952,28194,770033007
297,79,8465,43974,175422577
298,99,9804,31449,826190755
298,26,7273,21043,666863985
298,53,5321,38094,983141257
298,80,1664,1820,655485281
299,100,4365,43880,128885388
299,27,1747,48979,773457141
299,54,2035,24811,420632486
299,81,590,44406,321395199
300,1,6518,92441,801066780
300,28,7010,19059,994668003
300,55,7118,74378,937920001
300,82,2714,33922,328953492
301,2,7050,25111,539863769
301,30,3908,87738,238750856
301,58,2880,95420,231717176
301,86,8169,33510,111174608
302,3,6118,88576,415211722
302,31,9419,3878,268933472
302,59,9134,76404,179599264
302,87,3921,14856,218551715
303,4,9794,49932,115266671
303,32,8459,71765,990549250
303,60,2331,68284,115400435
303,88,3092,10623,352155874
304,5,644,41929,983224684
304,33,1696,31595,555366514
304,61,851,94489,149623714
304,89,4334,77075,75286493
305,6,2828,10528,105875002
305,34,1846,42885,254573876
305,62,2863,14736,413780314
305,90,2758,44256,308611441
306,7,3429,67111,1039989367
306,35,9417,78902,390974916
306,63,6950,40525,1069121399
306,91,7651,3395,1065875168
307,8,1809,35410,421707678
307,36,4455,57821,421668152
307,64,259,86798,77716322
307,92,8178,90214,616519424
308,9,1421,51171,861540131
308,37,264,16931,883282138
308,65,4206,63966,45800422
308,93,3473,83530,364629560
309,10,6409,1241,205594899
309,38,1870,98946,484147440
309,66,5619,63509,826282345
309,94,3596,71958,697486472
310,11,5820,25197,854619180
310,39,9797,37830,439751855
310,67,2896,69604,807689223
310,95,786,18563,855856238
311,12,799,25670,98833395
311,40,2464,6215,96709838
311,68,3560,89972,496585445
311,96,7092,81330,822914238
312,13,2222,96488,202181323
312,41,2789,301,922305476
312,69,4410,90066,710440197
312,97,608,71573,243369733
313,14,3787,41331,293371706
313,42,3617,65608,123711425
313,70,2264,97579,391825986
313,98,2574,67056,380688867
314,15,8985,61317,692241776
314,43,910,18883,549132670
314,71,573,8510,710526421
314,99,4839,92367,417883133
315,16,8068,69612,933248694
315,44,1267,60815,748480742
315,72,5609,53630,110035949
315,100,8071,93174,544077822
316,17,8732,45659,199423311
316,45,8839,82303,66197647
316,73,8752,59179,983413381
316,1,8192,32550,1043564966
317,18,3554,33200,281377431
317,46,6084,63324,871633420
317,74,5004,73248,1003141424
317,2,52,31963,278623045
318,19,9115,62500,810368084
318,47,4020,97274,136890519
318,75,9011,27264,622313617
318,3,2036,20906,621339896
319,20,9918,46597,36723352
319,48,8816,60695,1058217822
319,76,7694,32682,240637961
319,4,2417,55791,234557095
320,21,1322,32425,908812821
320,49,9604,30983,950960551
320,77,7644,66354,241207557
320,5,1129,43378,423703173
321,22,2538,4275,481854078
321,50,429,46622,595821768
321,78,5325,83334,861125891
321,6,5778,4651,391217401
322,23,7488,70081,776030747
322,51,808,41061,291231352
322,79,9986,19097,914151219
322,7,6413,13472,344114364
323,24,7168,78433,1037133689
323,52,2470,57484,301706929
323,80,4158,13193,518240007
323,8,7782,86238,676907968
324,25,8571,57592,398433660
324,53,1057,47394,550543040
324,81,8011,58366,91109278
324,9,5352,78953,451677945
325,26,8818,98296,1050456745
325,54,3085,31481,827892171
325,82,511,45753,974660413
325,10,7915,52161,467574480
326,27,464,71788,860504939
326,55,7160,59260,703235535
326,83,8293,93901,1032143757
326,11,2648,81321,603907899
327,28,5214,44789,628688580
327,56,2157,35169,106901998
327,84,4890,5195,117728042
327,12,7862,29017,501569002
328,29,9311,97649,294031597
328,57,5566,34600,1029716034
328,85,7348,21364,638143786
328,13,4267,51757,752157464
329,30,3180,75713,452037190
329,58,1135,97430,749953621
329,86,8056,56579,57860939
329,14,8133,16754,238340666
330,31,3634,83923,233598451
330,59,9489,21460,691397915
330,87,9145,53912,1041695771
330,15,521,18379,798758752
331,32,5261,27580,265187929
331,60,5649,17615,328250787
331,88,6616,83053,522215630
331,16,4664,88246,87908622
332,33,238,47135,800335181
332,61,7465,15188,76754377
332,89,2373,51754,873164320
332,17,6771,40496,709774827
333,34,229,24997,736394356
333,62,5833,59086,170277494
333,90,6697,64782,852565854
333,18,3264,93723,212032744
334,35,1349,85429,436411384
334,63,3036,55550,81335709
334,91,1715,75864,313494747
334,19,5313,40696,751963199
335,36,8763,73818,192879838
335,64,8252,13065,783989265
335,92,2622,33078,59421698
335,20,7246,13057,222858644
336,37,4173,95409,540101392
336,65,7958,49861,276618328
336,93,7360,64862,468613145
336,21,1661,33932,1015798142
337,38,5120,84890,892898356
337,66,8361,83989,1033771767
337,94,4671,22987,940532512
337,22,7643,45143,776469612
338,39,3179,93861,756467786
338,67,9828,7337,726539340
338,95,2514,68608,636186523
338,23,3354,68915,1042866465
339,40,1413,20458,385846178
339,68,9921,4845,72589399
339,96,7273,31249,308214310
339,24,1279,51149,439845021
340,41,7657,47188,146652280
340,69,4440,97744,270530763
340,97,7300,41514,429632215
340,25,9067,44156,670996453
341,42,6928,94316,1026549198
341,70,9855,62922,308651280
341,98,539,12574,63973532
341,26,7697,63254,788299752
342,43,1221,83151,245700189
342,71,3567,38047,424223352
342,99,6128,10532,769299859
342,27,2518,7922,504210763
343,44,3058,1848,203509532
343,72,5322,24279,52082990
343,100,458,85763,422174995
343,28,7323,77194,738846839
344,45,8115,6081,535083432
344,73,948,32426,495644972
344,1,7118,46306,953301244
344,29,7524,54123,364652335
345,46,2457,78654,841293697
345,74,7767,66742,445947670
345,2,8463,63837,602324113
345,30,9498,99531,676105232
346,47,6697,2692,84581757
346,75,6640,9213,819321397
346,3,8858,26172,820804166
346,31,5835,30224,1035375675
347,48,5863,856,227034651
347,76,9132,30686,815303479
347,4,4618,83343,720231981
347,32,478,67562,695612380
348,49,4129,60376,921865854
348,77,4958,64025,417273405
348,5,4606,65938,462238085
348,33,7744,45286,378525125
349,50,2419,96927,433609595
349,78,253,95716,924486499
349,6,7454,20504,483570371
349,34,8502,82877,590264869
350,51,5552,28608,151651411
350,79,1219,41260,728932870
350,7,3715,77114,333757749
350,35,2336,68944,737482192
351,52,4245,14181,872726677
351,80,1754,95121,260847101
351,8,3954,10733,682004466
351,36,9106,98430,838420524
352,53,1751,75734,754559869
352,81,6905,53411,948407996
352,9,3116,89922,738421325
352,37,2576,42298,163751357
353,54,8705,25061,806297354
353,82,6230,49176,457706099
353,10,8479,42550,857716784
353,38,7642,69838,322673125
354,55,7041,51787,306107862
354,83,4171,74659,1057907038
354,11,4564,68221,769288874
354,39,5127,55961,852359087
355,56,6679,88163,578863985
355,84,4837,54319,1050267819
355,12,3157,63673,168405910
355,40,9387,32897,883205897
356,57,5640,65989,424151679
356,85,5077,96117,1009583838
356,13,1357,72125,1021452636
356,41,3285,30849,345193060
357,58,9623,16985,181152293
357,86,3547,83651,52851716
357,14,4786,49430,190797641
357,42,7086,27245,480816217
358,59,8036,81242,878640409
358,87,216,6319,800697243
358,15,8393,32339,126449994
358,43,6497,2727,973540779
359,60,3678,6767,514910718
359,88,7459,67793,739478481
359,16,4180,52157,830794910
359,44,4489,96983,682136515
360,61,5834,42019,337739693
360,89,4885,36225,791087432
360,17,9191,71051,8904757
360,45,2781,60373,461581361
361,62,8423,23947,1027346853
361,90,809,3297,50125556
361,18,3324,12437,631707195
361,46,7628,56391,979744600
362,63,9122,30920,190314311
362,91,6711,35700,704426845
362,19,7455,32225,906048020
362,47,9990,68032,536710134
363,64,442,67858,916289660
363,92,968,41365,486401659
363,20,5171,37326,591206426
363,48,6752,85786,247656606
364,65,9828,66785,935461425
364,93,5570,94012,304006151
364,21,7766,54132,160888805
364,49,8146,32586,320638888
365,66,7178,41680,365032627
365,94,4870,29080,237930808
365,22,1931,53660,672623830
365,50,7792,91686,651911027
366,67,8509,16103,642207467
366,95,8356,45623,68280142
366,23,2143,75561,1022543184
366,51,8545,34332,1049007588
367,68,2874,23230,909674371
367,96,4845,31344,425098554
367,24,3938,43943,327532562
367,52,7919,99551,413103940
368,69,2368,41628,507062987
368,97,5549,60688,896111547
368,25,2379,28324,335263661
368,53,1356,38864,265703319
369,70,215,62105,43180557
369,98,202,69031,428979872
369,26,5102,75065,856023874
369,54,4479,88272,1008475850
370,71,473,78358,819224449
370,99,4006,89240,17107022
370,27,5236,69564,766190331
370,55,7527,55241,1005630348
371,72,4707,84913,756668282
371,100,7194,79526,1002023947
371,28,5155,45470,116025829
371,56,3644,4759,257307232
372,73,4051,83563,1035044392
372,1,64,64309,705409826
372,29,3420,37477,889668928
372,57,4572,33286,875263252
373,74,6598,24947,859931420
373,2,2376,26230,672465551
373,30,2838,8194,230727025
373,58,6119,70873,239853894
374,75,1876,71484,688043543
374,3,1826,39946,990833741
374,31,9828,64100,265239268
374,59,9204,15028,983371528
375,76,2822,47583,902750433
375,4,4114,46086,891914887
375,32,8680,67303,56909092
375,60,3965,15166,502460690
376,77,3666,89566,361067449
376,5,4524,52952,88621987
376,33,680,73193,138670739
376,61,9418,3990,41571559
377,78,9022,66573,628199326
377,6,966,29670,226750276
377,34,762,75799,240681561
377,62,7490,44857,728692538
378,79,5057,89475,832312593
378,7,5433,15938,49275216
378,35,6012,67142,631876553
378,63,2909,3465,185308671
379,80,1136,24336,1038843453
379,8,4070,47381,939341670
379,36,4749,49178,510448608
379,64,2160,73881,422816811
380,81,5384,68064,240825068
380,9,6216,13472,463745831
380,37,9253,77465,757080482
380,65,2627,73090,147565178
381,82,2984,69199,189140386
381,10,8803,5431,271263628
381,38,6258,1065,1035389812
381,66,8277,40253,222015058
382,83,8797,34268,94033782
382,11,3300,35544,663939681
382,39,7897,1497,882198073
382,67,6546,16515,675288868
383,84,8632,68173,512685822
383,12,9731,48418,103892188
383,40,573,98252,650156151
383,68,2123,79213,987620085
384,85,3933,75369,787204591
384,13,5772,4513,622997958
384,41,7321,56483,191508681
384,69,5218,82088,498095415
385,86,2378,38305,741180234
385,14,595,53923,964332091
385,42,8387,12969,511468638
385,70,7996,12160,1031125259
386,87,344,6071,920556794
386,15,183,63708,354251153
386,43,5970,20307,800304795
386,71,8599,63680,505198084
387,88,9827,71312,819420927
387,16,8555,61541,575973217
387,44,669,83204,215619630
387,72,9507,14071,44201094
388,89,8032,56191,506437364
388,17,2913,58222,607572338
388,45,8090,35891,416457896
388,73,1385,41485,804478230
389,90,6248,56142,875511099
389,18,7591,52884,280692277
389,46,1746,26501,518579722
389,74,3524,71514,757125585
390,91,6098,61317,596571222
390,19,1254,11598,301843822
390,47,3132,41566,467765545
390,75,721,19400,718345478
391,92,8256,99390,779455043
391,20,6653,28335,211750766
391,48,6291,27487,224960628
391,76,4228,57036,660248328
392,93,3185,79483,421533745
392,21,3169,13979,520017499
392,49,623,12385,352040347
392,77,1589,85262,617424262
393,94,3620,41016,689467422
393,22,1801,69808,786664014
393,50,6265,58970,53404938
393,78,3096,16427,1066644273
394,95,5265,87834,981092406
394,23,2113,20354,822529127
394,51,5767,54067,318508827
394,79,8848,54170,586134516
395,96,2647,62984,342455327
395,24,9382,47277,663361926
395,52,4144,97804,123102169
395,80,473,47363,610726250
396,97,5543,51679,748105828
396,25,7149,72633,240676682
396,53,3749,74111,356490781
396,81,1112,50486,222098857
397,98,4646,82508,1003865398
397,26,1877,18449,486036514
397,54,6029,14007,669736870
397,82,3814,67639,17477463
398,99,4636,53963,666855666
398,27,3187,87315,226216321
398,55,7390,91592,267673701
398,83,1139,32352,467248735
399,100,3827,29829,336783136
399,28,4875,64859,612922178
399,56,9191,89827,202815080
399,84,6776,37650,186302563
400,1,5833,35042,921869812
400,29,2214,56551,629644634
400,57,5043,18051,656365810
400,85,4648,4065,974340316
401,2,3408,21406,366867174
401,31,2047,46458,838619449
401,60,4316,17075,718926786
401,89,7220,94889,801200407
402,3,2471,1755,1021283019
402,32,1108,48124,424467003
402,61,6840,45801,682802025
402,90,7942,61507,445668523
403,4,8199,94281,437310070
403,33,6665,76911,238434133
403,62,9121,46960,815859627
403,91,6484,65873,587264731
404,5,6948,46290,681120771
404,34,891,97640,486055193
404,63,3556,85173,512711568
404,92,6032,51648,1032180923
405,6,2243,41906,912554477
405,35,9153,41734,12786596
405,64,1365,42161,608924949
405,93,9819,35883,1065381368
406,7,9475,9103,680133263
406,36,1083,68293,70422605
406,65,6489,66424,858257069
406,94,7271,24921,333092266
407,8,6142,82614,351241174
407,37,6126,90815,627938133
407,66,9234,63684,640033928
407,95,8359,29433,530647174
408,9,9899,3525,970227606
408,38,5282,30352,676216864
408,67,2110,56658,447326662
408,96,3815,21893,372547684
409,10,2897,54348,697417276
409,39,8770,53970,898642746
409,68,3321,96494,465225791
409,97,5938,14811,915824482
410,11,6977,8908,402477019
410,40,876,95350,73672819
410,69,8242,60423,639204397
