O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
1830,1315,245580493,11641214,34751,247522663,335231246,0,202524190
1831,706,245580493,8310848,34303,247522663,886251013,0,877294527
1856,1045,245580493,26766556,33681,758027517,591105212,0,962548533
1857,1321,245580493,16586154,33980,590808642,921753024,0,778567200
1858,1423,567770569,3466099,35775,247522663,373743405,0,10747167
1859,598,567770569,16208776,35529,758027517,1008580191,0,204708281
1860,97,567770569,926531,35157,924311831,290747973,0,214648664
1861,685,245580493,11312365,34335,924311831,741194068,0,693101243
1862,325,567770569,12362054,35848,860677961,371916609,0,253988309
1863,731,245580493,14253937,34233,758027517,345080537,0,690236173
1888,1192,245580493,36014481,34271,758027517,419089693,0,160816360
1889,244,567770569,12806739,35503,247522663,886251013,0,66934095
1890,95,567770569,29771658,35415,758027517,282926681,0,787658435
1891,610,245580493,12891217,34681,860677961,112990188,0,1055022335
1892,235,245580493,16554141,34417,860677961,495108304,0,574540203
1893,1244,567770569,16948116,35731,590808642,36474135,0,366843327
1894,751,245580493,6578957,33691,247522663,664098081,0,739496959
1895,67,245580493,6295437,34482,924311831,953419472,0,800936537
1920,1096,567770569,19594919,35968,860677961,259082232,0,65922332
1921,862,245580493,8269209,34350,924311831,907662582,0,665100250
1922,556,567770569,1269620,35257,924311831,592131367,0,964685564
1923,1345,567770569,26247536,35616,247522663,866918931,0,681561096
1924,748,567770569,23535772,35313,758027517,992510428,0,849610398
1925,167,245580493,19258739,33666,247522663,968817108,0,633429799
1926,931,567770569,13289456,35093,590808642,279198938,0,601741855
1927,1399,567770569,3847428,34970,924311831,591697262,0,632885068
1952,662,245580493,1783786,34407,590808642,171553440,0,836110916
1953,1495,245580493,6527706,34301,924311831,600179907,0,652911684
1954,559,567770569,24479378,35579,758027517,210698629,0,131270848
1955,121,245580493,13295101,33712,247522663,647818076,0,694421748
1956,1258,245580493,10997844,33865,758027517,846290813,0,57283471
1957,302,567770569,11305082,35995,590808642,769742292,0,518666960
1958,523,567770569,24025223,34962,860677961,193723325,0,262972868
1959,424,567770569,8634243,35441,758027517,969917162,0,262337502
1984,508,567770569,12387805,35884,247522663,138078299,0,520430578
1985,59,245580493,22094219,34577,758027517,342869974,0,1070751886
1986,1486,245580493,5125150,34457,590808642,449709877,0,939468443
1987,982,245580493,735141,34452,590808642,348095015,0,1035400898
1988,1075,567770569,18957271,34976,758027517,847039617,0,785463795
1989,1162,245580493,4310673,34407,758027517,858303536,0,1034859157
1990,1181,245580493,4439150,34682,590808642,476470208,0,540709083
1991,187,245580493,19127388,33852,758027517,886251013,0,728188865
2016,76,567770569,3424346,35291,924311831,684761414,0,336682657
2017,1006,567770569,8352496,35926,924311831,404287130,0,80522128
2018,176,1018611361,2998240,34792,758027517,99243347,0,609838001
2019,1342,245580493,5297122,33898,247522663,884855171,0,434240076
2020,725,245580493,19026297,34139,924311831,803867903,0,41968629
2021,700,567770569,4148767,34893,247522663,908510251,0,691030779
2022,619,245580493,31932043,33676,247522663,313799883,0,914571511
2023,1180,245580493,18199465,33728,860677961,51216101,0,612885521
2048,169,245580493,4344623,34286,247522663,101549358,0,520194031
2049,298,567770569,20662070,35038,590808642,663933725,0,629139163
2050,274,245580493,28945713,34485,758027517,360716013,0,103206378
2051,382,567770569,10497181,35140,758027517,944626724,0,377837005
2052,895,245580493,22335203,33705,590808642,857821389,0,397412359
2053,1406,245580493,16258435,34735,247522663,463064022,0,454186249
2054,401,245580493,16278121,33761,758027517,913151119,0,224113401
2055,970,245580493,7015557,34214,247522663,783772402,0,14898065
2080,946,245580493,7529275,34136,860677961,238126777,0,265034087
2081,1193,567770569,20262698,35614,590808642,171768471,0,571644656
2082,487,245580493,7022472,34707,590808642,449333955,0,940095540
2083,1009,245580493,3923565,34162,924311831,663124560,0,137052131
2084,800,245580493,27760701,34043,590808642,783268551,0,1011423825
2085,488,245580493,6271056,34292,924311831,1000410794,0,181577148
2086,1405,245580493,25935586,34624,247522663,826251607,0,695169110
2087,493,567770569,7922053,35824,590808642,664098081,0,175533157
2112,634,567770569,2966667,35464,590808642,781522513,0,702757350
2113,319,567770569,7004439,35740,590808642,624556558,0,788193303
2114,787,245580493,15987650,34713,860677961,153033920,0,624115864
2115,1042,567770569,21313777,35936,758027517,42592704,0,919936865
2116,223,245580493,7997153,34570,247522663,537059925,0,504500636
2117,220,567770569,21535506,35544,590808642,472677943,0,265825680
2118,1333,567770569,5438861,35345,247522663,368016291,0,559451729
2119,622,567770569,3176098,35295,590808642,612419683,0,639193497
2144,1348,245580493,17638212,34420,924311831,654906605,0,120926879
2145,1336,245580493,3023930,33878,247522663,426597742,0,85430098
2146,1177,245580493,25447665,33859,758027517,82157861,0,591115687
2147,988,245580493,11779598,33851,758027517,654683544,0,910640132
2148,1283,245580493,2048154,34806,758027517,1044547201,0,269886483
2149,1007,245580493,15115122,34039,860677961,628082356,0,242990349
2150,817,245580493,23067737,34486,924311831,296551712,0,757303972
2151,580,567770569,16625985,35378,924311831,295984714,0,938850466
2176,1036,245580493,14000798,33916,247522663,612164236,0,905777583
2177,1351,567770569,25419926,35448,924311831,551096158,0,305378423
2178,80,567770569,9294200,35409,924311831,124306486,0,349778769
2179,410,567770569,8655377,35313,590808642,953835268,0,774153438
2180,751,567770569,28737999,35320,758027517,100821197,0,715809929
2181,742,567770569,17400086,34953,924311831,799378904,0,936673961
2182,226,245580493,17457847,34427,590808642,536149871,0,107497723
2183,1121,567770569,7856892,35236,247522663,137294505,0,259235040
2208,676,1018611361,34697853,34818,758027517,48513705,0,708598120
2209,892,245580493,17331878,33793,590808642,729452518,0,744986733
2210,319,245580493,5439214,33617,590808642,15199313,0,495619050
2211,920,245580493,20487713,34513,590808642,866386602,0,305875402
2212,1163,245580493,2856315,34414,924311831,673690524,0,457441875
2213,1213,245580493,20454138,33982,758027517,385532456,0,993024088
2214,1141,567770569,22413638,35918,924311831,365936073,0,874080323
2215,388,567770569,15916989,35230,758027517,998033793,0,897389362
2240,554,245580493,26502095,33667,758027517,1059908520,0,713189511
2241,1013,245580493,24856448,34098,247522663,381151366,0,185526596
2242,815,567770569,1654375,35629,758027517,1009621959,0,444797826
2243,479,567770569,1191884,34858,590808642,768500796,0,866949372
2244,1268,245580493,3487751,33976,247522663,658389425,0,869642341
2245,565,245580493,25799042,34085,924311831,98349410,0,1027018666
2246,1124,567770569,10035139,35210,758027517,740115262,0,513924335
2247,947,245580493,2040641,33816,758027517,206866638,0,170548926
2272,1384,245580493,18615970,34070,590808642,684205825,0,687944306
2273,1343,567770569,22315174,35411,860677961,908510251,0,993770468
2274,1040,245580493,6291069,34214,758027517,751632996,0,498540681
2275,1484,245580493,5452645,33897,758027517,722563963,0,715023943
2276,415,567770569,17700387,35182,758027517,360716013,0,896638322
2277,889,245580493,10474735,34699,758027517,610078226,0,679649859
2278,1406,567770569,15467154,35908,924311831,312285817,0,894292522
2279,794,245580493,18732208,34021,924311831,629449992,0,559067414
2304,451,245580493,13676346,34339,758027517,227702206,0,1026552360
2305,421,245580493,15430246,33993,590808642,541712408,0,349907865
2306,268,567770569,34185920,34904,590808642,763181903,0,46881513
2307,1042,245580493,7915635,34147,860677961,591105212,0,239434291
2308,239,245580493,7811208,33900,758027517,449709877,0,1041746539
2309,997,567770569,19414351,34944,860677961,204517847,0,53726768
2310,304,567770569,12134169,35326,860677961,873065774,0,239817878
2311,718,1018611361,20879507,34819,590808642,539609703,0,640772701
2336,1414,567770569,3719701,35069,758027517,471534293,0,621634471
2337,1402,567770569,6521459,35597,758027517,793958771,0,644821888
2338,1394,567770569,4174398,35686,590808642,2313745,0,493099642
2339,1084,245580493,8762047,34316,860677961,741194068,0,344300103
2340,646,567770569,4769057,35074,247522663,421031112,0,383229741
2341,817,245580493,9046036,34117,860677961,431463246,0,255657245
2342,365,567770569,13938041,35223,247522663,62664654,0,803267085
2343,712,567770569,11957152,34930,924311831,101538451,0,92324771
2368,130,245580493,13001709,34199,247522663,995875500,0,266656522
2369,1097,567770569,10222566,35421,590808642,177305119,0,349049653
2370,1405,245580493,9334000,34349,247522663,964180423,0,174224098
2371,187,567770569,27870024,35800,247522663,291328159,0,65622765
2372,292,567770569,14539699,35753,860677961,1000186716,0,633208600
2373,263,245580493,7911608,34403,758027517,157323415,0,310088167
2374,40,245580493,14838276,34269,758027517,381151366,0,702715704
2375,49,567770569,15912615,35387,924311831,537059925,0,283696379
2400,364,567770569,10478157,35999,860677961,899510460,0,248520382
2401,1477,567770569,11501883,35638,758027517,127298150,0,589047989
2402,658,567770569,11409788,35312,758027517,350484703,0,688366098
2403,544,567770569,17167955,35894,924311831,496793527,0,521820191
2404,767,567770569,13644496,35500,758027517,477731116,0,172459730
2405,713,567770569,15747673,35420,924311831,398689940,0,746134669
2406,67,567770569,26724811,35364,860677961,943657444,0,366526252
2407,536,567770569,16534979,35963,590808642,860850494,0,583641494
2432,1021,567770569,8071122,35257,247522663,211131839,0,372239013
2433,299,245580493,20083508,34566,758027517,163924224,0,1058097455
2434,238,567770569,16094181,35545,924311831,238126777,0,168453062
2435,715,245580493,16596431,34019,860677961,892556570,0,940160569
2436,1250,567770569,9596965,34951,758027517,507414546,0,904736197
2437,844,245580493,20706097,34078,758027517,742870168,0,53172473
2438,127,245580493,30820995,34163,590808642,598447011,0,220168610
2439,541,567770569,6809009,35502,590808642,321801247,0,676934653
2464,1450,567770569,3274164,35755,860677961,267101702,0,183997016
2465,325,567770569,25309840,34872,247522663,558901085,0,396342940
2466,181,245580493,22148278,34397,247522663,654683544,0,371146636
2467,343,567770569,861224,34894,758027517,225100296,0,44173061
2468,1109,567770569,25368587,35588,758027517,258249252,0,897961049
2469,1229,567770569,23005024,35393,860677961,890153871,0,983985109
2470,563,567770569,11977466,35537,924311831,192824653,0,202776357
2471,884,567770569,6176657,35864,758027517,507624601,0,179279161
2496,1342,245580493,18845620,34341,590808642,838569755,0,12073717
2497,470,245580493,23600351,33841,247522663,371517649,0,1061532435
2498,959,245580493,5778708,34279,860677961,985912210,0,454771246
2499,1210,567770569,19413393,34964,247522663,587524984,0,77671681
2500,1330,245580493,21045854,33829,590808642,36179933,0,979481062
2501,665,567770569,10544280,35573,860677961,800287772,0,957108846
2502,694,245580493,4796660,34115,758027517,225100296,0,418417297
2503,67,245580493,25088459,34138,924311831,817756878,0,664446842
2528,550,245580493,14049646,34656,247522663,830609072,0,605354661
2529,1349,567770569,480951,35295,590808642,470252480,0,434544821
2530,1271,245580493,9640294,34412,924311831,644132548,0,916201882
2531,434,567770569,21481643,35189,758027517,212760279,0,994946130
2532,937,567770569,17371444,34981,590808642,885952557,0,468494724
2533,496,567770569,24879775,35511,247522663,768915891,0,276176140
2534,754,567770569,26577552,35261,924311831,1051312058,0,688712343
2535,1202,245580493,9902066,34112,860677961,883081884,0,353813810
2560,1309,245580493,21399364,33850,247522663,1009788402,0,208980944
2561,572,567770569,18017050,35746,247522663,49022169,0,302462934
2562,82,245580493,19643096,33815,247522663,766564439,0,617228606
2563,613,245580493,23715186,34290,758027517,89547018,0,422429174
2564,761,245580493,397531,34584,590808642,388187467,0,828093476
2565,554,567770569,26967873,35852,924311831,796323391,0,1049817308
2566,856,245580493,12722657,33885,924311831,306270232,0,408700692
2567,694,567770569,36694949,35851,590808642,759286001,0,434821483
2592,1006,245580493,1458353,34031,758027517,1039536917,0,214051094
2593,913,245580493,18435817,34214,590808642,962559092,0,980607213
2594,776,245580493,11832594,33953,247522663,439878312,0,60575241
2595,737,567770569,27841803,35045,758027517,209661921,0,913549545
2596,424,567770569,9364014,35292,247522663,413840497,0,50535876
2597,1036,245580493,3881068,34002,590808642,959324524,0,690957531
2598,1120,567770569,10079485,35127,924311831,964213458,0,602663693
2599,1483,567770569,9578325,35374,590808642,974419666,0,75137274
2624,512,567770569,4371551,35395,860677961,306697594,0,741594738
2625,382,245580493,4683833,33889,758027517,945395508,0,963300710
2626,1372,567770569,10920897,34948,758027517,1052950176,0,606654344
2627,1486,245580493,3137724,33685,924311831,238880590,0,418229586
2628,553,245580493,24389034,34262,860677961,795283476,0,911929759
2629,1372,567770569,12418764,35889,860677961,570602948,0,597315824
2630,841,245580493,18022430,33899,860677961,899855473,0,1059335380
2631,352,245580493,7054330,34234,860677961,651087277,0,825735193
2656,766,245580493,11999315,34091,247522663,980963226,0,901552823
2657,247,567770569,23130969,34987,590808642,122123034,0,733037549
2658,134,567770569,20844954,34963,924311831,567224234,0,612242190
2659,821,245580493,10359536,34319,758027517,438693644,0,77737674
2660,1264,567770569,2460568,34914,860677961,1064301927,0,120117462
2661,739,567770569,13868243,35432,924311831,543439445,0,417779468
2662,370,567770569,9463861,35296,924311831,588550572,0,1000570885
2663,941,567770569,3582535,34946,247522663,774496978,0,703503255
2688,974,245580493,24464245,33625,590808642,651611813,0,409060205
2689,1015,245580493,4394000,33701,758027517,259082466,0,1033574436
2690,935,567770569,32531314,35153,924311831,737835536,0,832188968
2691,59,245580493,4751561,33722,860677961,46395889,0,55688755
2692,619,567770569,2516518,35764,924311831,953419472,0,510021729
2693,172,567770569,6454606,35310,247522663,418159484,0,34294239
2694,1192,567770569,13247642,35136,860677961,974419666,0,888120200
2695,563,567770569,20422927,35295,247522663,673051396,0,752809872
2720,301,245580493,17389868,34126,247522663,964343088,0,329268737
2721,773,567770569,9329110,35089,590808642,381629036,0,461115194
2722,347,245580493,6212298,34431,860677961,842451334,0,849797273
2723,592,567770569,12872112,34976,860677961,795283476,0,166682684
2724,1369,245580493,17802899,34589,590808642,543439445,0,796722914
2725,884,245580493,8826314,34473,758027517,176489720,0,762192280
2726,58,245580493,4807100,33933,860677961,842855010,0,446785098
2727,739,567770569,414856,35902,758027517,137306294,0,291654981
