L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
261,97,9,6,2000,1994180,6,6,449642453,330563436,34255,34215,34278,106211174,365042431,659057794
262,192,3,1,3900,4259541,1,5,146356532,777177650,35077,35111,35090,785149710,250142940,924649841
262,61,6,2,3300,3171498,9,3,146356532,777177650,35132,35093,35149,862871618,365042431,665076354
262,59,1,3,3500,3356675,5,8,146356532,777177650,35134,35107,35164,785149710,431484053,113255345
263,24,9,1,2200,2032843,6,8,378580043,330563436,34568,34503,34584,106211174,944913022,202712177
263,85,6,2,900,886571,8,0,449642453,330563436,34534,34529,34552,862871618,86983390,391284888
263,143,2,3,5000,5215700,6,4,378580043,330563436,34562,34544,34566,106211174,86983390,844089322
288,51,3,1,3100,2948255,0,3,146356532,777177650,35504,35546,35524,862871618,365042431,821285007
288,117,1,2,4900,4983839,8,5,146356532,777177650,35537,35567,35566,862871618,86983390,608986859
288,99,10,3,3600,3596724,2,2,146356532,777177650,35481,35555,35494,862871618,86983390,442344905
288,79,10,4,1900,1860233,7,7,146356532,777177650,35501,35522,35513,106211174,431484053,150251855
288,162,9,5,3100,3292696,10,4,146356532,777177650,35577,35542,35599,862871618,250142940,89004955
289,174,2,1,2500,2685425,7,5,146356532,777177650,35505,35553,35533,749443834,944913022,565406037
289,112,2,2,600,607266,6,5,146356532,777177650,35477,35556,35506,749443834,407419891,262511823
289,17,4,3,4400,4034844,10,8,146356532,777177650,35584,35538,35611,785149710,431484053,495171893
289,40,6,4,4800,4512192,1,8,146356532,777177650,35501,35517,35511,749443834,250142940,508830590
289,47,4,5,1300,1231152,10,3,146356532,777177650,35587,35524,35597,862871618,1001693018,530434887
290,6,1,1,3500,3171000,1,2,378580043,330563436,34423,34368,34449,106211174,431484053,1060872219
290,129,4,2,200,205823,5,4,449642453,330563436,34362,34376,34384,862871618,86983390,330022203
290,2,5,3,500,451000,3,5,449642453,330563436,34351,34387,34359,106211174,431484053,761956380
290,124,9,4,2300,2355476,5,8,378580043,330563436,34405,34384,34431,106211174,365042431,323231419
291,123,6,1,2100,2148552,5,7,449642453,330563436,34478,34462,34506,785149710,86983390,998863067
291,138,9,2,1900,1972447,8,2,378580043,330563436,34497,34447,34502,106211174,1001693018,922196606
291,61,8,3,3000,2883180,10,2,378580043,330563436,34413,34452,34415,749443834,944913022,676842240
292,154,5,1,800,843320,10,3,378580043,330563436,33650,33691,33679,749443834,250142940,1011955082
292,100,1,2,2400,2400240,8,4,378580043,330563436,33685,33667,33712,785149710,86983390,887073817
293,9,6,1,1400,1272600,2,5,378580043,330563436,33894,33959,33916,749443834,407419891,81322809
293,187,8,2,1100,1195898,10,4,378580043,330563436,33960,33937,33979,785149710,431484053,653017916
293,118,8,3,1300,1323543,4,2,449642453,330563436,33953,33962,33958,785149710,250142940,210397762
294,60,2,1,3100,2976186,0,1,378580043,330563436,34185,34198,34192,862871618,365042431,165771662
295,198,10,1,2900,3184751,2,7,449642453,330563436,34645,34674,34673,785149710,431484053,312377974
295,92,6,2,2600,2579434,4,3,378580043,330563436,34679,34666,34703,749443834,365042431,1033067506
295,16,10,3,800,732808,10,7,378580043,330563436,34710,34653,34722,106211174,86983390,329506356
295,61,10,4,2600,2498756,10,4,449642453,330563436,34709,34658,34719,749443834,431484053,1060716001
320,5,2,1,3000,2715000,5,1,146356532,777177650,35766,35814,35775,106211174,250142940,262840423
320,193,5,2,1300,1421147,3,0,146356532,777177650,35778,35788,35779,862871618,365042431,201216570
321,1,8,1,2100,1892100,1,8,449642453,330563436,34166,34081,34192,862871618,1001693018,1066015922
321,141,4,2,4100,4268674,8,7,378580043,330563436,34139,34125,34157,106211174,1001693018,573646305
322,153,8,1,1200,1263780,8,7,449642453,330563436,33782,33752,33794,106211174,365042431,677206132
322,44,5,2,4800,4531392,2,7,449642453,330563436,33764,33769,33779,785149710,250142940,160336754
322,13,3,3,2000,1826020,4,1,378580043,330563436,33718,33726,33744,749443834,431484053,946965372
322,184,5,4,1000,1084180,6,3,378580043,330563436,33704,33735,33706,749443834,365042431,570607771
322,12,2,5,3500,3192035,7,6,449642453,330563436,33800,33725,33828,862871618,250142940,90811277
322,34,5,6,300,280209,8,5,449642453,330563436,33786,33732,33811,106211174,365042431,703324854
322,38,4,7,500,469014,1,2,449642453,330563436,33707,33734,33718,785149710,1001693018,75748480
323,164,9,1,5000,5320800,5,4,449642453,330563436,34442,34447,34464,749443834,1001693018,721172364
323,96,8,2,1800,1792962,6,7,378580043,330563436,34435,34485,34462,749443834,86983390,874788652
323,143,4,3,900,938826,7,4,449642453,330563436,34509,34493,34526,785149710,86983390,968206712
324,200,3,1,2600,2860520,7,1,378580043,330563436,33711,33750,33734,749443834,250142940,1067395348
325,159,1,1,3400,3601110,9,4,449642453,330563436,34268,34314,34288,862871618,431484053,732452490
325,186,7,2,500,543090,7,8,449642453,330563436,34334,34337,34336,862871618,431484053,497926922
325,19,3,3,3500,3216535,7,7,449642453,330563436,34307,34335,34327,749443834,1001693018,821122805
326,180,9,1,4100,4428738,6,3,146356532,777177650,34939,34887,34952,749443834,86983390,259450765
326,20,4,2,3800,3496076,2,8,146356532,777177650,34952,34932,34954,785149710,250142940,318636206
326,184,5,3,2500,2710450,3,4,146356532,777177650,34912,34905,34925,106211174,365042431,46690662
326,85,6,4,500,492539,3,8,146356532,777177650,34907,34891,34921,106211174,1001693018,263802030
326,35,6,5,3100,2898593,4,8,146356532,777177650,34967,34884,34992,106211174,86983390,130117047
326,157,9,6,4100,4334315,2,0,146356532,777177650,34883,34901,34898,862871618,1001693018,745093806
326,43,10,7,4700,4432288,4,4,146356532,777177650,34956,34882,34974,106211174,1001693018,264270479
327,144,3,1,1600,1670624,3,1,146356532,777177650,34883,34855,34887,862871618,86983390,721919341
327,42,9,2,900,847836,9,5,449642453,330563436,34841,34889,34853,106211174,365042431,627483023
352,64,5,1,1700,1638902,7,5,378580043,330563436,34485,34483,34512,106211174,944913022,784891699
353,120,7,1,4100,4182492,0,6,449642453,330563436,34416,34422,34421,749443834,365042431,470208220
353,148,9,2,2900,3039606,9,0,449642453,330563436,34343,34410,34372,785149710,944913022,512603746
353,135,1,3,1200,1242156,6,1,378580043,330563436,34334,34417,34351,749443834,250142940,1008767337
353,78,7,4,4600,4499122,0,4,449642453,330563436,34436,34363,34457,749443834,944913022,588283202
353,117,4,5,900,915399,2,2,449642453,330563436,34406,34411,34409,862871618,250142940,1037269743
353,103,4,6,3900,3912090,2,5,449642453,330563436,34347,34421,34364,106211174,431484053,236698285
354,50,7,1,1400,1330070,8,4,146356532,777177650,35165,35217,35191,106211174,407419891,715482997
354,194,8,2,2400,2626056,1,1,146356532,777177650,35191,35200,35221,749443834,365042431,562195124
354,59,10,3,5000,4795250,8,5,146356532,777177650,35143,35203,35157,785149710,86983390,335187512
354,107,4,4,700,704970,6,1,146356532,777177650,35190,35171,35207,106211174,431484053,115029522
354,31,2,5,1800,1675854,4,8,146356532,777177650,35153,35196,35180,749443834,250142940,597962146
354,62,1,6,3600,3463416,3,2,146356532,777177650,35141,35212,35152,106211174,365042431,757171264
354,5,10,7,1400,1267000,1,7,146356532,777177650,35250,35222,35254,862871618,431484053,1032407830
355,114,1,1,3100,3143741,9,7,449642453,330563436,34526,34562,34531,749443834,944913022,714726984
355,97,1,2,4100,4088069,5,0,449642453,330563436,34559,34532,34581,749443834,86983390,1001062685
356,46,7,1,400,378416,10,1,449642453,330563436,34541,34545,34548,749443834,1001693018,665471623
356,108,3,2,4800,4838880,2,3,378580043,330563436,34556,34544,34570,106211174,944913022,843959373
356,119,3,3,3500,3566885,8,7,378580043,330563436,34619,34544,34628,785149710,86983390,331249511
356,56,1,4,4100,3919805,7,5,449642453,330563436,34603,34595,34612,785149710,407419891,818536703
356,125,8,5,3700,3792944,5,3,449642453,330563436,34528,34568,34553,749443834,944913022,847298022
357,114,5,1,2600,2636686,6,3,146356532,777177650,35425,35393,35441,106211174,944913022,670503144
357,186,7,2,3600,3910248,7,6,146356532,777177650,35425,35380,35452,749443834,365042431,33096075
357,165,2,3,3200,3408512,5,7,146356532,777177650,35456,35426,35473,106211174,431484053,395869380
358,191,3,1,4100,4473879,6,1,449642453,330563436,34289,34285,34299,106211174,86983390,164800306
358,190,1,2,3200,3488608,5,8,449642453,330563436,34258,34313,34271,106211174,86983390,1058819746
358,169,6,3,4000,4276640,9,1,449642453,330563436,34306,34275,34333,785149710,431484053,996748949
358,97,10,4,1500,1495635,8,8,449642453,330563436,34244,34318,34263,862871618,431484053,347422720
358,29,2,5,1800,1672236,1,2,378580043,330563436,34247,34272,34266,785149710,407419891,140107160
358,162,3,6,3200,3398912,3,5,378580043,330563436,34322,34277,34349,749443834,250142940,521759986
358,83,4,7,4500,4423860,5,2,449642453,330563436,34309,34269,34331,106211174,1001693018,505352774
359,166,7,1,3000,3198480,0,8,449642453,330563436,34703,34748,34717,862871618,365042431,588780661
359,12,9,2,1800,1641618,0,3,449642453,330563436,34724,34774,34728,749443834,250142940,222225491
359,132,8,3,1700,1754621,7,6,449642453,330563436,34728,34774,34738,785149710,407419891,237525441
359,90,1,4,3800,3762342,10,8,378580043,330563436,34786,34717,34812,749443834,250142940,701944620
359,168,5,5,1100,1174976,1,3,449642453,330563436,34743,34724,34746,106211174,944913022,462211044
359,183,4,6,2300,2491314,4,7,378580043,330563436,34728,34767,34744,749443834,1001693018,279334416
384,179,8,1,3800,4100846,7,1,378580043,330563436,33755,33710,33763,749443834,86983390,80539172
384,64,3,2,4900,4723894,9,7,449642453,330563436,33693,33717,33710,785149710,365042431,701251083
384,182,3,3,1100,1190398,2,8,449642453,330563436,33694,33713,33707,785149710,431484053,486120319
384,93,6,4,1100,1092399,0,6,378580043,330563436,33777,33751,33805,785149710,86983390,122005269
384,132,8,5,1400,1444982,8,6,378580043,330563436,33767,33751,33788,749443834,86983390,193116617
385,167,6,1,700,747012,5,6,146356532,777177650,35206,35192,35220,749443834,1001693018,670889325
385,54,9,2,4600,4388630,8,7,146356532,777177650,35151,35200,35171,106211174,1001693018,526728941
386,153,5,1,3900,4107285,10,7,449642453,330563436,34827,34756,34842,106211174,407419891,912112814
386,69,4,2,1600,1550496,6,1,449642453,330563436,34799,34805,34828,749443834,431484053,1010795214
386,131,2,3,3700,3815181,9,4,449642453,330563436,34840,34757,34842,862871618,431484053,371194161
387,137,8,1,100,103713,8,3,146356532,777177650,35554,35541,35558,106211174,407419891,790486160
387,153,4,2,4200,4423230,7,5,146356532,777177650,35573,35484,35577,749443834,250142940,1024857046
387,97,10,3,4000,3988360,9,2,146356532,777177650,35495,35536,35518,785149710,86983390,574800669
387,56,7,4,1900,1816495,8,0,146356532,777177650,35501,35539,35522,106211174,1001693018,67136560
387,149,6,5,3200,3357248,8,6,146356532,777177650,35550,35529,35559,749443834,86983390,287332269
388,33,9,1,4200,3918726,5,6,378580043,330563436,34019,34024,34041,785149710,944913022,169959308
388,128,9,2,4600,4729352,7,1,449642453,330563436,34048,33993,34050,785149710,944913022,892096814
388,65,2,3,4000,3860240,6,1,449642453,330563436,33960,33995,33986,862871618,1001693018,232614050
389,190,1,1,200,218038,9,0,378580043,330563436,34435,34432,34447,862871618,250142940,97287073
390,107,10,1,1000,1007100,2,5,146356532,777177650,35939,35980,35967,862871618,407419891,737944048
390,124,7,2,1700,1741004,9,6,146356532,777177650,35951,35958,35981,785149710,407419891,859863341
390,184,5,3,4600,4987228,7,4,146356532,777177650,35950,35933,35958,749443834,407419891,432791857
390,142,3,4,4200,4376988,1,5,146356532,777177650,35950,35966,35979,785149710,407419891,590006481
390,128,3,5,1300,1336556,2,6,146356532,777177650,35982,35923,35992,749443834,407419891,671211070
390,125,4,6,1100,1127632,9,6,146356532,777177650,35918,35928,35945,749443834,407419891,717608421
390,85,6,7,2400,2364192,5,2,146356532,777177650,35901,35932,35911,862871618,365042431,92331115
391,122,1,1,1400,1430968,9,2,378580043,330563436,34739,34731,34741,862871618,86983390,458807640
416,94,6,1,2500,2485225,0,5,449642453,330563436,34251,34297,34261,749443834,86983390,917553782
416,111,1,2,2200,2224442,10,0,378580043,330563436,34328,34318,34341,785149710,250142940,858117775
416,175,5,3,2500,2687925,7,1,378580043,330563436,34256,34304,34269,106211174,365042431,953413135
417,40,1,1,3900,3666156,1,2,449642453,330563436,34483,34454,34489,106211174,407419891,891746749
417,70,7,2,1800,1746125,0,1,378580043,330563436,34420,34432,34448,862871618,944913022,877404547
417,45,2,3,4100,3874664,10,1,378580043,330563436,34433,34399,34458,785149710,250142940,903169100
417,132,3,4,200,206426,1,3,378580043,330563436,34376,34441,34406,749443834,407419891,33635096
418,19,3,1,3100,2848931,0,3,146356532,330563436,34853,34866,34874,785149710,944913022,206342090
418,2,5,2,100,90200,4,7,146356532,777177650,34871,34864,34901,749443834,365042431,137528983
418,35,1,3,300,280509,4,6,146356532,777177650,34877,34890,34879,785149710,365042431,815266622
419,153,8,1,3300,3475394,5,2,146356532,777177650,35373,35422,35387,862871618,86983390,424015528
419,65,2,2,3200,3088192,1,6,146356532,777177650,35401,35401,35421,785149710,407419891,453680937
419,71,1,3,1500,1456605,7,4,146356532,777177650,35414,35395,35416,862871618,1001693018,749712959
419,9,6,4,1500,1363500,1,2,146356532,777177650,35437,35419,35453,785149710,944913022,154395728
419,149,2,5,1700,1783538,1,0,146356532,777177650,35441,35417,35460,785149710,1001693018,332570919
420,101,6,1,500,500550,4,3,146356532,777177650,35005,35064,35031,106211174,1001693018,343910077
420,162,7,2,2200,2336752,5,4,146356532,777177650,35087,35047,35096,862871618,365042431,567175338
420,48,1,3,4500,4266180,9,8,146356532,777177650,35076,35063,35088,785149710,944913022,572746144
420,75,6,4,1200,1170084,8,8,146356532,777177650,35098,35065,35105,862871618,1001693018,309119451
420,73,2,5,3700,3600358,2,0,146356532,777177650,35017,35044,35020,749443834,407419891,410707524
420,124,7,6,4000,4096480,1,5,146356532,777177650,35027,35057,35051,862871618,944913022,1014904294
420,16,7,7,3900,3572439,0,8,146356532,777177650,35040,35047,35062,749443834,1001693018,662300292
421,134,5,1,100,103413,2,7,378580043,330563436,33751,33719,33762,106211174,86983390,28921371
422,152,10,1,2500,2630375,10,7,146356532,777177650,35610,35657,35618,749443834,407419891,462457362
422,171,1,2,1000,1071170,2,3,146356532,777177650,35594,35644,35617,862871618,365042431,988013673
422,176,4,3,4600,4950382,9,0,146356532,777177650,35600,35623,35606,749443834,250142940,619058235
422,162,7,4,2500,2655400,10,4,146356532,777177650,35664,35618,35693,106211174,944913022,115027980
423,132,3,1,2700,2786751,6,3,146356532,777177650,35295,35276,35298,862871618,407419891,800988300
448,126,7,1,400,410447,0,4,146356532,777177650,35026,34990,35027,862871618,431484053,227800786
448,173,1,2,4600,4936582,5,0,146356532,777177650,34940,34970,34949,785149710,407419891,698283036
448,27,6,3,3500,3244570,10,8,146356532,777177650,34967,35020,34990,785149710,1001693018,218205312
448,170,1,4,800,856136,10,0,146356532,777177650,35003,34986,35016,785149710,86983390,873864241
448,138,9,5,2300,2387699,2,5,146356532,777177650,34966,35003,34987,106211174,407419891,829756747
449,152,7,1,1200,1262580,2,8,146356532,777177650,35007,34934,35019,862871618,407419891,510458213
449,109,6,2,400,403640,10,6,146356532,777177650,34997,34954,35022,749443834,944913022,999757183
449,10,1,3,300,273003,7,8,146356532,777177650,34906,34951,34910,106211174,250142940,197549756
449,158,3,4,2200,2327930,7,0,146356532,777177650,34926,34944,34950,785149710,944913022,915337199
450,162,7,1,4200,4461072,3,0,146356532,330563436,34855,34846,34871,862871618,407419891,232799908
450,107,8,2,500,503550,3,2,449642453,330563436,34789,34823,34800,862871618,86983390,263083515
450,143,6,3,3200,3338048,6,3,146356532,777177650,34880,34812,34908,862871618,407419891,575396129
450,57,9,4,4000,3828200,5,3,378580043,330563436,34776,34842,34801,106211174,250142940,771657832
450,79,10,5,200,195814,9,0,449642453,330563436,34767,34838,34772,785149710,365042431,974510183
450,153,1,6,3300,3475394,8,5,378580043,330563436,34835,34839,34840,862871618,1001693018,939178965
451,130,9,1,3600,3708468,2,6,146356532,777177650,35962,36019,35964,862871618,365042431,972009835
451,33,4,2,4200,3918726,5,1,146356532,777177650,36006,36010,36035,749443834,86983390,187341620
451,87,8,3,100,98708,7,5,146356532,777177650,35987,35977,36009,749443834,365042431,591974291
451,77,5,4,2800,2735796,4,5,146356532,777177650,35960,35983,35961,749443834,407419891,935856248
452,115,6,1,200,203022,4,3,146356532,777177650,35788,35796,35805,785149710,944913022,753209852
453,198,1,1,4500,4941855,1,0,146356532,777177650,35609,35660,35628,785149710,1001693018,359629310
453,176,4,2,3800,4089446,8,4,146356532,777177650,35609,35617,35625,749443834,1001693018,366756192
453,14,1,3,3800,3473237,10,1,146356532,777177650,35650,35633,35678,106211174,407419891,462906143
453,96,7,4,4500,4482405,10,1,146356532,777177650,35689,35608,35715,862871618,365042431,313279946
453,26,1,5,3200,2963264,4,1,146356532,777177650,35624,35606,35627,106211174,1001693018,376411323
453,95,7,6,2800,2786252,7,7,146356532,777177650,35656,35652,35667,106211174,431484053,943911730
454,118,8,1,2400,2443464,6,1,146356532,777177650,35179,35145,35203,106211174,86983390,253771950
455,157,9,1,4200,4440030,10,2,146356532,777177650,35454,35438,35481,749443834,1001693018,624545915
455,28,9,2,4400,4083287,5,8,146356532,777177650,35445,35481,35471,862871618,86983390,1068477984
