U5_USERKEY,U5_INDEG,U5_OUTDEG,U5_ACTIVITY,U5_JOINDATE,U5_REGTIME
20346,14,22,36,133043,133043
20358,34,0,34,48143,48143
20378,6,15,21,147882,147882
20411,0,0,0,81271,81271
20457,3,2,5,81783,81783
20488,1,4,5,57065,57065
20504,2,1,3,122417,122417
20516,0,1,1,153194,153194
20580,1,2,3,143272,143272
20595,2,0,2,163110,163110
20716,14,10,24,121660,121660
20849,2,1,3,64721,64721
20863,1,1,2,147693,147693
20876,3,14,17,149812,149812
20891,2,2,4,98800,98800
20896,2,5,7,130802,130802
20937,10,9,19,160791,160791
20947,14,13,27,153048,153048
20949,6,16,22,148940,148940
20952,21,6,27,113003,113003
20971,10,20,30,149119,149119
21006,18,33,51,33844,33844
21039,0,0,0,115546,115546
21062,37,3,40,152087,152087
21132,1,3,4,132727,132727
21133,4,4,8,138002,138002
21155,5,13,18,101587,101587
21159,3,9,12,152466,152466
21184,4,8,12,149601,149601
21218,2,5,7,87242,87242
21265,2,10,12,160106,160106
21267,17,5,22,155849,155849
21327,10,13,23,116657,116657
21339,5,6,11,151266,151266
21416,7,8,15,132785,132785
21485,1,4,5,157348,157348
21507,18,21,39,140615,140615
21565,4,3,7,75218,75218
21608,3,5,8,74506,74506
21609,3,6,9,152130,152130
21715,31,13,44,118440,118440
21730,1,3,4,72537,72537
21736,0,0,0,142319,142319
21741,7,8,15,141841,141841
21753,1,1,2,151055,151055
21755,1,1,2,103067,103067
21782,12,14,26,70911,70911
21804,0,2,2,59910,59910
21822,5,8,13,139490,139490
21929,40,5,45,132794,132794
21942,5,5,10,98958,98958
21961,4,0,4,115050,115050
21979,48,50,98,146711,146711
22029,0,0,0,149249,149249
22034,17,10,27,102546,102546
22036,0,7,7,61121,61121
22051,54,2,56,163276,163276
22072,4,12,16,147065,147065
22073,7,4,11,145393,145393
22075,0,7,7,148101,148101
22137,2,5,7,105407,105407
22181,1,2,3,85451,85451
22217,0,1,1,100040,100040
22221,2,13,15,134429,134429
22236,49,16,65,122707,122707
22240,34,32,66,61948,61948
22288,3,25,28,104792,104792
22306,2,3,5,116318,116318
22313,8,2,10,66113,66113
22339,5,12,17,103939,103939
22343,1,2,3,172595,172595
22345,1,6,7,162487,162487
22346,0,3,3,152154,152154
22376,4,6,10,123984,123984
22392,6,4,10,114063,114063
22416,2,3,5,122609,122609
22428,1,5,6,130274,130274
22445,11,3,14,108460,108460
22446,7,10,17,155322,155322
22450,44,80,124,163466,163466
22455,28,42,70,136047,136047
22458,22,11,33,163456,163456
22463,19,1,20,128329,128329
22487,3,2,5,134676,134676
22502,7,8,15,63466,63466
22505,1,6,7,55876,55876
22512,2,12,14,136509,136509
22555,15,89,104,137648,137648
22556,3,2,5,102625,102625
22566,6,16,22,55001,55001
22567,2,6,8,81506,81506
22616,2,21,23,133912,133912
22642,39,2,41,144983,144983
22682,0,3,3,55252,55252
22701,5,21,26,126843,126843
22727,12,7,19,100292,100292
22743,0,2,2,70385,70385
22750,7,9,16,137327,137327
22808,35,31,66,158000,158000
22814,32,40,72,83944,83944
22849,46,65,111,164604,164604
22869,6,7,13,159023,159023
22907,0,4,4,137770,137770
22924,44,34,78,125507,125507
22977,4,7,11,166880,166880
23055,0,2,2,163479,163479
23061,3,3,6,99098,99098
23105,2,3,5,141384,141384
23116,18,2,20,67118,67118
23120,18,3,21,66591,66591
23148,7,10,17,89850,89850
23155,3,3,6,136900,136900
23159,15,30,45,114870,114870
23189,0,1,1,136023,136023
23200,29,32,61,77323,77323
23208,25,1,26,122543,122543
23213,3,8,11,148504,148504
23214,25,6,31,68839,68839
23221,1,1,2,146667,146667
23227,16,15,31,125364,125364
23243,1,2,3,27428,27428
23278,5,18,23,142188,142188
23279,2,7,9,104658,104658
23284,1,2,3,77392,77392
23287,1,6,7,135244,135244
23301,1,2,3,141744,141744
23308,3,17,20,158941,158941
23315,1,5,6,168989,168989
23318,27,21,48,138619,138619
23346,1,2,3,77412,77412
23373,1,6,7,162720,162720
23384,0,2,2,130578,130578
23414,2,1,3,144317,144317
23422,8,15,23,137421,137421
23423,0,0,0,131833,131833
23472,4,5,9,98519,98519
23484,0,3,3,138885,138885
23489,2,5,7,101779,101779
23497,7,7,14,75096,75096
23535,0,2,2,74129,74129
23581,1,0,1,118644,118644
23610,5,13,18,63061,63061
23616,5,4,9,54107,54107
23635,11,10,21,109912,109912
23642,8,12,20,130963,130963
23665,7,9,16,116624,116624
23710,2,6,8,151102,151102
23713,18,5,23,44531,44531
23774,0,1,1,58235,58235
23809,1,1,2,151269,151269
23826,0,0,0,149668,149668
23866,48,35,83,117571,117571
23910,3,8,11,67079,67079
23913,0,1,1,154533,154533
23956,195,70,265,147997,147997
23958,27,1,28,142243,142243
23960,24,54,78,130704,130704
23973,22,31,53,150068,150068
23976,15,28,43,58370,58370
23979,13,25,38,54168,54168
23980,24,0,24,145926,145926
23982,3,25,28,166356,166356
23988,0,3,3,138657,138657
24021,1,4,5,159693,159693
24025,93,0,93,136240,136240
24077,1,2,3,156545,156545
24140,4,10,14,156329,156329
24146,4,2,6,134997,134997
24182,0,4,4,141337,141337
24195,0,6,6,144935,144935
24215,17,15,32,61057,61057
24225,1,2,3,136697,136697
24253,0,1,1,159563,159563
24263,1,1,2,123079,123079
24289,0,4,4,147407,147407
24291,9,14,23,162720,162720
24299,0,2,2,58709,58709
24323,6,8,14,160985,160985
24341,3,6,9,133986,133986
24342,1,3,4,154922,154922
24343,0,4,4,29173,29173
24370,8,8,16,142541,142541
24387,4,2,6,170849,170849
24395,4,8,12,142568,142568
24410,2,3,5,73471,73471
24443,2,6,8,160991,160991
24493,0,1,1,134407,134407
24513,0,1,1,57539,57539
24548,2,4,6,135673,135673
24563,4,9,13,150401,150401
24593,2,2,4,58723,58723
24628,3,3,6,165499,165499
24629,4,8,12,62549,62549
24636,13,24,37,99239,99239
24637,3,1,4,148874,148874
24658,4,7,11,68972,68972
24685,1,1,2,101695,101695
24688,0,2,2,55347,55347
24704,67,86,153,145930,145930
24759,1,1,2,86869,86869
24821,13,21,34,74049,74049
24832,5,2,7,137666,137666
24848,2,2,4,163226,163226
24888,5,1,6,113251,113251
24890,1,1,2,59207,59207
24913,0,10,10,163159,163159
24919,31,14,45,52379,52379
24954,16,19,35,162688,162688
24955,1,11,12,155480,155480
24985,0,2,2,125843,125843
24992,2,6,8,99955,99955
25018,4,2,6,67741,67741
25024,0,2,2,61942,61942
25048,1,1,2,133491,133491
25057,1,1,2,159534,159534
25065,7,9,16,151183,151183
25083,0,0,0,73762,73762
25088,6,8,14,142711,142711
25089,24,32,56,138674,138674
25100,14,14,28,105296,105296
25125,4,10,14,97147,97147
25168,1,1,2,160620,160620
25180,11,8,19,126125,126125
25183,0,3,3,63724,63724
25203,1,9,10,134764,134764
25243,1,5,6,171145,171145
25247,0,2,2,167503,167503
25258,3,5,8,134352,134352
25284,8,15,23,70251,70251
25291,6,7,13,122876,122876
25315,3,5,8,150425,150425
25326,2,2,4,150398,150398
25389,2,6,8,159183,159183
25436,1,3,4,150533,150533
25600,8,40,48,142773,142773
25607,0,0,0,146586,146586
25628,1,1,2,73275,73275
25631,4,4,8,106558,106558
25661,15,14,29,68848,68848
25667,3,2,5,95195,95195
25674,3,5,8,136250,136250
25702,2,3,5,131496,131496
25706,6,7,13,136525,136525
25728,1,3,4,164107,164107
25730,1,3,4,164309,164309
25733,1,3,4,154883,154883
25742,8,5,13,159359,159359
25752,0,0,0,148912,148912
25771,11,12,23,132884,132884
25781,7,9,16,149135,149135
25862,0,0,0,55409,55409
25892,3,4,7,139075,139075
25907,27,35,62,56392,56392
25911,4,4,8,132080,132080
25942,1,1,2,148143,148143
25988,2,2,4,90184,90184
26043,6,9,15,68336,68336
26054,1,0,1,73630,73630
26067,26,43,69,134533,134533
26072,30,35,65,53002,53002
26078,74,9,83,90202,90202
26079,39,4,43,136521,136521
26091,101,118,219,143799,143799
26092,110,43,153,76607,76607
26140,4,6,10,153936,153936
26153,197,19,216,135466,135466
26158,106,32,138,117451,117451
26175,1,3,4,139292,139292
26200,2,6,8,131980,131980
26203,0,1,1,145802,145802
26211,3,6,9,153321,153321
26238,1,4,5,44138,44138
26251,4,4,8,45462,45462
26289,9,24,33,159325,159325
26310,0,0,0,162309,162309
26340,8,5,13,148555,148555
26370,3,5,8,146869,146869
26375,3,7,10,383,383
26396,3,14,17,136321,136321
26398,151,75,226,69984,69984
26407,2,3,5,148318,148318
26417,11,6,17,57497,57497
26418,1,2,3,153719,153719
26425,3,7,10,99597,99597
26428,2,1,3,102933,102933
26440,0,2,2,136070,136070
26454,18,14,32,140805,140805
26458,11,14,25,140746,140746
26471,6,4,10,131564,131564
26486,21,5,26,49796,49796
26502,36,4,40,133381,133381
26509,33,6,39,145500,145500
26629,21,16,37,30164,30164
26640,27,18,45,112781,112781
26645,2,1,3,142272,142272
26692,3,2,5,146260,146260
26708,2,6,8,88784,88784
26709,3,9,12,136136,136136
26724,0,0,0,106778,106778
26738,0,1,1,120499,120499
26757,11,10,21,86617,86617
26762,25,6,31,142157,142157
26764,26,12,38,150118,150118
26857,2,2,4,102768,102768
26944,0,0,0,157088,157088
26963,3,6,9,72968,72968
26972,2,3,5,59748,59748
27026,0,0,0,128690,128690
27045,2,2,4,151934,151934
27081,2,10,12,150715,150715
27104,0,5,5,121438,121438
27176,0,1,1,138715,138715
27177,0,0,0,155487,155487
27202,4,3,7,58692,58692
27212,0,3,3,144347,144347
27223,1,1,2,147931,147931
27246,3,9,12,141237,141237
27252,9,5,14,57317,57317
27311,29,47,76,161563,161563
27349,21,1,22,106603,106603
27357,3,12,15,55386,55386
27381,22,16,38,23893,23893
27394,14,8,22,81550,81550
27399,3,3,6,144070,144070
27412,7,16,23,127012,127012
27452,3,5,8,133125,133125
27466,0,2,2,131231,131231
27474,8,10,18,151188,151188
27475,15,7,22,149524,149524
27483,88,28,116,147650,147650
27484,57,4,61,78437,78437
27569,1,3,4,127404,127404
27577,0,1,1,86903,86903
27592,0,3,3,149542,149542
27676,23,4,27,75822,75822
27682,4,3,7,80891,80891
27687,7,5,12,133852,133852
27695,0,0,0,98855,98855
27723,122,16,138,150337,150337
27725,0,0,0,120033,120033
27730,44,8,52,148786,148786
27741,34,44,78,147471,147471
27766,5,27,32,117914,117914
27791,15,7,22,157092,157092
27811,23,33,56,141640,141640
27816,8,26,34,148820,148820
27818,10,11,21,78806,78806
27916,1,2,3,73226,73226
27917,13,8,21,147274,147274
27959,0,1,1,55628,55628
27980,6,6,12,101181,101181
27983,1,2,3,21579,21579
27991,6,3,9,159510,159510
28036,0,3,3,134129,134129
28059,2,1,3,159591,159591
28067,36,37,73,112401,112401
28092,46,26,72,151663,151663
28102,10,8,18,153212,153212
28103,16,4,20,150704,150704
28107,7,14,21,73184,73184
28115,10,7,17,147811,147811
28148,2,5,7,153146,153146
28156,0,2,2,151651,151651
28245,8,9,17,56804,56804
28254,7,3,10,55546,55546
28261,1,4,5,134105,134105
28327,6,6,12,130060,130060
28331,4,3,7,76165,76165
28333,2,3,5,55111,55111
28339,1,1,2,118516,118516
28375,14,14,28,135060,135060
28383,11,13,24,57141,57141
28390,31,22,53,81017,81017
28396,0,5,5,146552,146552
28425,2,5,7,145126,145126
28446,1,11,12,135077,135077
28462,50,5,55,120771,120771
28529,1,1,2,139614,139614
28539,2,1,3,66563,66563
28545,1,9,10,153995,153995
28548,27,9,36,78479,78479
28572,0,1,1,86226,86226
28578,1,1,2,79604,79604
28596,0,4,4,66488,66488
28673,22,6,28,67103,67103
28715,5,2,7,130388,130388
28727,10,8,18,144747,144747
28757,4,0,4,140213,140213
28794,2,20,22,147047,147047
28801,9,6,15,138594,138594
28806,10,18,28,110513,110513
28820,13,3,16,116341,116341
28829,2,6,8,43594,43594
28854,15,12,27,116685,116685
28857,0,7,7,119955,119955
28860,10,2,12,89539,89539
28866,2,11,13,21445,21445
28951,18,55,73,79907,79907
28958,5,5,10,71380,71380
28962,30,41,71,13933,13933
28964,4,5,9,99805,99805
28977,7,9,16,157830,157830
28993,9,5,14,71284,71284
29010,12,10,22,99488,99488
29012,18,12,30,82285,82285
29021,21,30,51,16822,16822
29078,4,17,21,144682,144682
29109,0,0,0,125841,125841
29113,0,1,1,92655,92655
29131,0,2,2,157054,157054
29135,1,14,15,135532,135532
29209,3,6,9,161523,161523
29228,4,12,16,91127,91127
29234,14,14,28,98847,98847
29241,0,1,1,170465,170465
29252,43,9,52,128685,128685
29343,2,0,2,25724,25724
29347,0,4,4,137949,137949
29388,9,6,15,172753,172753
29396,1,6,7,171442,171442
29417,2,15,17,125457,125457
29455,8,23,31,153889,153889
29459,0,3,3,55666,55666
29467,9,11,20,145937,145937
29477,2,11,13,160705,160705
29482,2,1,3,134032,134032
29487,3,4,7,171860,171860
29493,11,25,36,105939,105939
29504,4,13,17,141983,141983
29559,1,16,17,38737,38737
29597,0,1,1,143371,143371
29648,21,25,46,82069,82069
29698,0,2,2,101284,101284
29704,0,5,5,164843,164843
29710,20,23,43,148723,148723
29721,1,9,10,130486,130486
29724,1,1,2,154837,154837
29767,2,2,4,64293,64293
29768,1,3,4,127005,127005
29817,7,1,8,89185,89185
29855,5,11,16,111084,111084
29871,1,4,5,133885,133885
29919,0,1,1,71479,71479
29961,1,5,6,152624,152624
29963,0,1,1,76813,76813
29976,1,7,8,148738,148738
30030,8,12,20,36420,36420
30091,16,3,19,155056,155056
30096,4,7,11,57824,57824
30097,17,8,25,59218,59218
30105,0,0,0,136027,136027
30136,4,2,6,142469,142469
30153,19,26,45,142509,142509
30154,2,2,4,120395,120395
30225,117,29,146,125288,125288
30226,32,45,77,125772,125772
30294,3,2,5,152410,152410
30311,8,2,10,160924,160924
30351,2,3,5,77175,77175
30355,10,8,18,161339,161339
30422,0,1,1,59752,59752
30437,10,2,12,64038,64038
30454,1,0,1,172434,172434
30478,9,12,21,137745,137745
30479,0,0,0,116899,116899
30539,7,5,12,53870,53870
30573,15,15,30,172418,172418
30600,20,2,22,147460,147460
30603,4,6,10,147459,147459
30635,3,13,16,147432,147432
30638,0,0,0,140574,140574
30639,123,67,190,118938,118938
30660,0,4,4,127454,127454
30671,0,4,4,76867,76867
30831,7,2,9,152486,152486
30840,4,3,7,146811,146811
30852,2,3,5,99942,99942
31026,3,1,4,150517,150517
31032,0,1,1,63303,63303
31042,1,5,6,111571,111571
31054,1,1,2,140427,140427
31057,0,1,1,154990,154990
31082,0,2,2,71346,71346
31084,57,42,99,121088,121088
31107,3,8,11,135295,135295
31140,2,5,7,50495,50495
31141,6,8,14,149241,149241
31172,0,1,1,168537,168537
31185,9,10,19,119373,119373
31187,6,15,21,44996,44996
31201,1,13,14,146610,146610
31214,7,14,21,146770,146770
31239,1,6,7,146834,146834
31245,0,4,4,125432,125432
31271,7,3,10,86961,86961
31351,6,4,10,62204,62204
31427,11,45,56,107466,107466
31436,3,5,8,65911,65911
31468,1,17,18,165318,165318
31564,6,15,21,120453,120453
31607,7,5,12,78180,78180
31610,1,5,6,163960,163960
31627,0,0,0,159004,159004
31651,5,12,17,103795,103795
31661,5,7,12,147785,147785
31689,3,4,7,162971,162971
31709,20,21,41,150773,150773
31739,1,14,15,154217,154217
31740,26,31,57,146689,146689
31797,8,7,15,153105,153105
31829,6,20,26,151708,151708
31833,0,4,4,158037,158037
31850,21,24,45,28595,28595
31857,1,3,4,114570,114570
31887,13,1,14,172391,172391
31926,17,21,38,135247,135247
31954,0,1,1,153620,153620
31961,2,4,6,73641,73641
31966,10,14,24,134346,134346
31976,0,23,23,133977,133977
31985,2,0,2,166256,166256
31987,0,0,0,60332,60332
32010,0,0,0,165021,165021
32037,1,1,2,154517,154517
32184,0,1,1,150963,150963
32200,1,11,12,160737,160737
32229,39,41,80,134203,134203
32257,0,9,9,137884,137884
32264,31,52,83,142122,142122
32315,2,4,6,136587,136587
32349,5,11,16,142432,142432
32355,3,6,9,114550,114550
32390,1,1,2,161507,161507
32433,2,4,6,76681,76681
32460,3,4,7,136276,136276
32495,2,4,6,160823,160823
32510,3,3,6,131192,131192
32515,4,9,13,135198,135198
32534,14,77,91,135084,135084
32567,0,1,1,102893,102893
32641,9,6,15,75754,75754
32669,28,30,58,147265,147265
32682,0,2,2,117428,117428
32696,1,2,3,136815,136815
32746,3,6,9,141674,141674
32754,1,15,16,140787,140787
32772,4,5,9,85487,85487
32780,6,12,18,62350,62350
32806,1,1,2,38510,38510
32956,0,3,3,166752,166752
32958,0,7,7,143349,143349
32967,0,3,3,152464,152464
33036,2,22,24,144173,144173
33051,15,10,25,108248,108248
33057,1,4,5,109134,109134
33068,2,1,3,111082,111082
33097,3,7,10,61523,61523
33136,5,5,10,126437,126437
33140,1,1,2,109414,109414
33142,3,6,9,60742,60742
33171,21,9,30,121926,121926
33197,4,3,7,142886,142886
33269,15,3,18,137254,137254
33288,0,3,3,147951,147951
33356,1,5,6,73619,73619
33360,4,2,6,79341,79341
33376,8,15,23,149070,149070
33463,0,1,1,8984,8984
33512,1,2,3,139206,139206
33513,2,8,10,155657,155657
33514,39,24,63,170082,170082
33548,4,5,9,56945,56945
33551,3,2,5,56009,56009
33625,0,1,1,112832,112832
33642,2,2,4,146802,146802
33648,4,10,14,147111,147111
33673,0,4,4,170726,170726
33719,3,11,14,129567,129567
33728,6,3,9,48350,48350
33732,3,3,6,137258,137258
33765,1,5,6,116030,116030
33825,10,7,17,101524,101524
33833,22,38,60,6183,6183
33849,8,8,16,71612,71612
33919,0,1,1,121515,121515
33942,17,10,27,162745,162745
33946,6,4,10,1092,1092
33962,0,1,1,55821,55821
34052,1,2,3,148774,148774
34133,0,1,1,134528,134528
34148,5,6,11,73159,73159
34167,0,7,7,76407,76407
34192,0,0,0,122355,122355
34202,11,16,27,140465,140465
34227,4,10,14,146265,146265
34271,0,0,0,93287,93287
34300,0,4,4,153429,153429
34324,10,5,15,122787,122787
34396,3,4,7,154812,154812
34426,3,5,8,149172,149172
34476,0,0,0,143061,143061
34487,0,1,1,153989,153989
34517,1,1,2,149372,149372
34523,1,3,4,83666,83666
34531,2,1,3,159849,159849
34537,5,1,6,159925,159925
34553,7,7,14,124491,124491
34605,8,8,16,133500,133500
34622,15,6,21,126038,126038
34678,1,2,3,133561,133561
34708,0,1,1,112602,112602
34790,4,14,18,7106,7106
34838,17,60,77,131801,131801
34893,2,5,7,133912,133912
34912,1,5,6,149930,149930
34934,1,12,13,147875,147875
34989,3,9,12,146644,146644
35004,0,3,3,148269,148269
35015,10,13,23,72247,72247
35050,2,5,7,165716,165716
35077,1,5,6,163823,163823
35090,2,7,9,152346,152346
35101,7,15,22,146783,146783
35105,16,12,28,150718,150718
35128,9,9,18,120942,120942
35131,4,13,17,113003,113003
35170,3,2,5,31407,31407
35184,18,19,37,61618,61618
35207,3,5,8,73151,73151
35209,1,1,2,76584,76584
35245,2,3,5,74445,74445
35249,0,5,5,74996,74996
35265,8,15,23,152772,152772
35304,74,29,103,148950,148950
35339,6,12,18,112389,112389
35348,52,12,64,116719,116719
35361,17,4,21,152189,152189
35376,142,47,189,124570,124570
35378,1,8,9,159526,159526
35382,6,14,20,104874,104874
35383,4,2,6,155258,155258
35401,4,9,13,128092,128092
35424,0,8,8,112136,112136
35436,8,11,19,153887,153887
35512,1,1,2,134509,134509
35514,0,1,1,89498,89498
35551,2,8,10,146076,146076
35604,6,10,16,134586,134586
35619,4,4,8,50982,50982
35652,12,22,34,160698,160698
35711,3,8,11,143894,143894
35722,3,9,12,133970,133970
35727,3,9,12,131077,131077
35729,34,51,85,113524,113524
35731,18,16,34,151362,151362
35738,95,39,134,148232,148232
35784,0,3,3,145537,145537
35799,3,6,9,131768,131768
35809,12,25,37,61904,61904
35837,12,4,16,118687,118687
35839,33,53,86,58999,58999
35930,0,3,3,147736,147736
35945,0,4,4,134485,134485
35985,0,1,1,72994,72994
35997,0,1,1,107278,107278
36058,0,4,4,148653,148653
36093,28,30,58,133248,133248
36158,1,0,1,155975,155975
36214,1,1,2,145080,145080
36378,1,4,5,159855,159855
36474,2,7,9,83785,83785
36521,13,16,29,65394,65394
36634,3,7,10,55759,55759
36705,1,5,6,66200,66200
36757,1,3,4,135033,135033
36773,0,5,5,159966,159966
36805,11,2,13,160754,160754
36810,31,13,44,57769,57769
36836,2,11,13,114910,114910
36854,10,9,19,130746,130746
36894,12,14,26,143304,143304
36914,1,1,2,75211,75211
36919,5,23,28,149783,149783
36950,2,2,4,55301,55301
36956,1,4,5,165525,165525
36970,0,3,3,35573,35573
36973,1,2,3,142369,142369
36982,72,19,91,141900,141900
36984,6,10,16,151673,151673
36987,2,3,5,133982,133982
36989,110,0,110,156526,156526
37001,9,12,21,55991,55991
37113,9,18,27,165745,165745
37122,1,7,8,128948,128948
37162,12,6,18,125751,125751
37197,1,7,8,153071,153071
37198,0,0,0,100317,100317
37240,1,2,3,55014,55014
37265,6,12,18,40884,40884
37308,10,8,18,73959,73959
37318,7,0,7,74404,74404
37325,4,1,5,138646,138646
37361,0,3,3,43482,43482
37384,26,57,83,155268,155268
37412,0,2,2,67397,67397
37505,14,6,20,146869,146869
37582,18,11,29,120243,120243
37603,0,1,1,144720,144720
37609,1,5,6,147860,147860
37635,2,0,2,96821,96821
37650,6,6,12,170263,170263
37657,4,3,7,55754,55754
37660,0,2,2,135958,135958
37685,14,8,22,131412,131412
37694,1,10,11,55670,55670
37785,1,6,7,167325,167325
37787,3,6,9,161840,161840
37793,6,17,23,97557,97557
37808,5,15,20,153948,153948
37834,3,7,10,147980,147980
37901,3,2,5,138260,138260
37923,0,2,2,141167,141167
37983,2,14,16,60465,60465
38001,14,18,32,130642,130642
38007,14,9,23,129600,129600
38010,7,10,17,129774,129774
38022,2,2,4,141032,141032
38028,6,9,15,140068,140068
38048,2,2,4,129747,129747
38105,0,2,2,164958,164958
38161,4,5,9,148825,148825
38166,0,1,1,141781,141781
38198,0,3,3,73330,73330
38204,1,3,4,75504,75504
38327,4,14,18,68433,68433
38334,5,4,9,161167,161167
38342,3,4,7,109408,109408
38365,4,12,16,156391,156391
38455,6,13,19,140897,140897
38456,9,18,27,140112,140112
38478,0,1,1,133996,133996
38480,0,6,6,140470,140470
38490,0,0,0,128384,128384
38502,1,2,3,135348,135348
38514,1,1,2,120694,120694
38517,5,3,8,9359,9359
38532,0,1,1,60172,60172
38535,0,0,0,137193,137193
38572,21,13,34,95972,95972
38599,4,6,10,82137,82137
38602,34,5,39,70595,70595
38642,6,3,9,123586,123586
38654,2,7,9,126051,126051
38785,12,7,19,160399,160399
38804,28,19,47,130503,130503
38815,80,45,125,147227,147227
38819,26,23,49,5936,5936
38865,7,15,22,136374,136374
38878,3,10,13,128119,128119
38881,3,16,19,139282,139282
38908,5,3,8,89956,89956
38927,1,1,2,162842,162842
38937,8,2,10,34246,34246
38941,24,4,28,94126,94126
39076,5,6,11,107909,107909
39089,51,27,78,35357,35357
39094,6,0,6,95152,95152
