L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT,nonce
-1218422777,1781019973,-744360388,-869666209,775858596,1468916848,-876690595,-1604677570,-2090482628,-1065161977,231436172,-751064969,-1707650574,-1285717983,-1409639666,-1282756039,3110
-883578763,1997838222,-1865785720,-58137397,1062334474,-1990654210,28135610,-1908426856,-374381774,1738379852,1377893441,-2090793696,1435595745,-1893023477,804121782,-121314924,3111
-98964552,875618981,-1661547413,-1248283548,946817819,-306872905,1688436778,-26303632,-927765016,-1787435646,-1966135651,-339414278,-1883816199,-2095018948,619720104,2084596411,3112
-1676636851,-1108080222,-1034101766,1791669855,1823488140,-733760991,328975557,-241321130,-589534530,1754512961,1157607225,-635880385,1565070070,226609418,1839986045,-1896824829,3113
1088517410,-1705509129,-160802723,1890743056,-653563455,320729730,-969821522,2127205820,-2078679530,1040522771,-1995080238,908380838,-1244910017,874833944,-907903570,-56240797,3114
-11990977,301383898,-1441262871,1973641437,-813128779,864683467,-1217342733,2115673435,1153724069,1236330950,-1672710479,-81145357,-1459786721,-2023202831,803030213,1162065682,3115
2141724864,-255152117,50312316,-1316686515,-1958429323,-2013675741,1515405861,-1005804398,1934392691,-1198757403,1294940990,-1790479178,751942034,1831499020,-1457727659,-1021591891,3116
-681869396,-260946370,-33901698,-765432759,299160238,-606268197,-1126435071,961174770,-679011917,-1270664531,-442691099,-406823130,-1617034484,-940624116,-2016760750,232022987,3117
-1157098507,-1601746196,1024049458,1569175968,380426537,1114916196,455551567,548943526,2093919841,-1670527851,-1541937597,421189110,-1344454454,-1770902547,-547146403,-1222148818,3118
1004750976,1486536477,1933396867,1677772470,1835930941,1444345738,-872480353,1826865381,1882379618,1977182208,-1453366635,190959090,-381175833,-755678742,-1794490590,-79259346,3119
777755345,1963049805,1757403485,-432779644,1429056253,600169035,-1527082572,-1699267735,208882704,-1634175827,-18725757,-1836814509,-1249222804,-112302053,1181886122,-1996550571,3120
-1529849398,1668544351,1344222032,-1069045327,1860161556,-1849070408,1559321263,-1631876735,-1685765404,-423905155,1095575381,434008864,-1267497899,729329288,999176577,995063914,3121
-2040492872,1981355650,364225166,-808870595,-1766160571,143293073,23558838,425904557,1727065780,-353603511,-1927038965,1986734741,-803396206,-542644133,508631751,121371889,3122
-514726921,1557557234,-1051164430,811062611,1554496171,1368688062,227549336,-2000807860,-539030033,-1710771447,-977192207,-1388958688,-1106974609,-863992432,1810956390,-716769183,3123
-2037483711,-1888230892,1820218568,-858383304,2077832808,-1888741506,551512754,1851166874,-1322146695,453869200,252613118,593009830,1757090181,-1162538264,1969357205,-1778941554,3124
-1750637165,-1344354570,18986409,-1261749425,-1764421777,156974037,-1844843101,53309626,829835031,974880248,-1801831112,1134763679,-262491504,-593953404,-2044391804,2033740661,3125
-630724267,1582868022,298254304,825966309,-1528019665,-733506027,-11824710,-547065354,271580016,-1438795461,-1886936820,-1050767592,-1068242206,1111981048,-2092255768,-430042387,3126
865526973,931206065,-96521134,207906989,-2053863070,1660964091,430217487,1856441794,-793547571,-313569610,223202831,1243624156,1323755291,-4050831,-594392180,2093253466,3127
-1000791125,-1406836093,-1425666575,-416823524,-1685929167,307486503,-942718323,2129349348,2012962465,1071589260,-1399743419,-1302496910,970632440,385549774,-1707508153,875980077,3128
-29127684,-95635143,-2025732051,1919483611,-3564428,767314607,-367366383,-924407345,339034731,340334543,-1638007743,-563688322,-504347260,1989142208,1456967806,1504635367,3129
-449832508,696084266,-1320190515,-887389259,-1807407567,1879960475,341244900,-2005364643,2096120081,1517447976,1337174680,1853753282,-1811279980,1650624959,724386749,-1240044699,3130
-1093042979,1024760242,-1882052101,-528281431,2097158698,-1099499281,808541975,1871852676,-1843213451,-815079464,1702891892,1159606532,1357410876,-902924711,238787412,932275864,3131
1787517975,-140009963,2105973636,-121248759,-30985424,-1579344270,839718171,1746115065,512688332,1795941827,2012377667,-556144134,-861652490,-1191978876,-1431087803,-1147759907,3132
-210863350,969334550,1598969282,-1346954125,940833255,1685658232,1432189589,-1803893801,-215116327,165393256,-509766163,39945386,1485057031,1013682099,1376989814,-1136899910,3133
1603282846,203599150,1335559456,-1266703702,1385905855,450461174,1639776840,-1222632931,811478739,-878350059,-1082158034,308755805,-579166207,-1751622784,722061046,-770540501,3134
1770840635,-123718920,1966631443,-1720548736,279067071,-402975848,1617602283,-679259484,-2022329661,-1682490072,1641348413,-1854618117,713680566,-752861595,-1568986656,1687176070,3135
760001390,1528459903,888008869,1706556511,-1321120677,-1786257542,-1732982176,955817183,-211097176,220710087,-61774795,473893394,-1497003907,686911770,-1771377610,-1086879270,3136
-1932417909,1068182097,601632525,972050656,668205040,37385087,-1344656800,1512756583,103014039,-1007857199,1222935847,2083265712,-1956476721,2099082394,1925361955,-327122224,3137
1947534065,-1049300094,1481701906,240966980,-163207286,1485193645,-1259016575,-1145956430,1349839364,-1939017268,-316137661,-210928208,-974493407,-196997334,-1508081100,659037770,3138
1076047514,-1967861857,1587583897,-1509638715,-1581639114,635972810,1072105999,534268316,-199686089,-435470575,-576898895,1418860272,-83470117,-57184439,1813628050,863419666,3139
-1359664512,-522018631,435640239,-2059325031,-1591264183,1247034983,223095468,1212198965,1085525299,-259818208,1250869564,-1434890189,-149275248,-3758428,546586456,132116562,3140
-1247587705,72943703,1820354508,-380539240,-1464566363,656974483,-1164480636,-566335842,-851289389,962229943,-1404009822,-1772475603,-1265114757,-1074635805,1259137394,-87147733,3141
-1259413222,1987267865,1771074362,1642820294,-280553158,-1900804924,1390945823,-951199351,364303452,-1985694877,6836424,-633026100,-1151642671,1472606356,130317117,1978479887,3142
550089393,-707557166,-1889000269,-1847929684,1386922841,-779327705,-1635267966,-1099990512,1462461062,-1425581241,1302907029,1177528995,1632443449,-311350070,-845811507,-171209406,3143
-132202291,-1685569220,-728228358,-1857995728,-245154603,-1071591015,2011978563,-1693653556,2026679911,1980994764,-906044676,1753910221,1038729081,-782601725,203043390,983793904,3144
-174254250,2043682463,-384866178,1308256659,1242629277,1097011101,1439609737,-120651228,1236642357,306363949,-1747337736,-206505779,-674540129,667417008,-979312861,188902842,3145
1333573209,-882617584,159493962,523737284,18686277,257800193,517118108,794826457,-291593425,1590571602,-2039406720,1184399664,-289737657,1880706340,-543006448,670987933,3146
1856479808,674748788,1985359357,-1412710729,-8846550,2081701777,-1282119992,139660439,-1825422414,1844057682,-1343599609,-326722719,-96043680,-106068877,1987973741,-1449137040,3147
409273241,222334065,-1939989770,-2105004711,700980105,-1224746016,-1741019048,781537934,466767329,-193402074,-334899895,-675909428,-1766183721,373029976,1057170910,-831991083,3148
147361768,423565830,1321759976,-425405557,1427818688,638843425,550701878,-609214806,-1529170214,1814387830,-1403995158,-1711596510,773618613,-823199118,1519668822,251750938,3149
-109385461,-1386240028,-2011351127,1557608810,1247769706,692657697,-1792658628,1877204570,1293272705,1220595006,-1972627544,33976132,1334416995,660945387,2094661673,-2055670952,3150
1985859964,1853115064,-808933156,2127333002,-976377821,-1915654986,1919894745,1476010423,1581797552,-238463917,784203002,1240580797,-1593479766,1864989360,-1768056020,-1439613632,3151
1421065090,-2028532173,1319155467,-27627257,252930608,-889163290,2068549230,-1506577307,172173614,-422676564,1426319961,837279221,1233925445,1602541110,-439385386,-58872074,3152
644147170,-1659453206,-1919020768,-742409379,-656794493,1081716166,1978039489,487957203,1119263072,1816640042,1191365014,-2071886031,-835741144,-1063887986,-2028948742,-1864808991,3153
-1889206374,-1010031307,-2029522131,-1865113798,513099604,-333884381,-1129806970,1174625565,-1440460642,641938427,-761638348,133623537,1777011034,2093425961,777906687,435246524,3154
1058274013,1168599375,-2120265286,-796381671,2114075414,-1685087077,-1091009855,1312274706,201125029,1715161979,-1982460398,126586369,1273496946,-1591731526,-1339811358,-344746844,3155
-519223637,1641717987,-739791623,693399452,-10099558,1265661113,1389427603,-981204668,1566916198,1095310884,1453640777,-283787106,484651074,1293332772,-1108444931,-812628476,3156
844877157,-1673704517,-1399425279,1944018825,298818969,226533689,-165015925,320028673,-2116812821,-1529765374,-732376273,-495598828,16322854,-1988941310,-239507301,698530701,3157
599707169,11117706,-1861396037,-1630213042,-185814684,-1935974718,747082149,-511818826,-1804621696,291473664,932693163,-453979561,1797094784,1605263242,908852515,-851872761,3158
-1832430529,1797010595,1429042304,1815596646,2129784396,361428722,1281850478,1416187752,89509623,-888701396,1953777746,1243596468,252887776,872628433,-158686352,-1013844371,3159
1092250092,2028826666,-1040288935,554138332,-2121617341,-1669107881,1700378230,1027246876,506949606,-2118037556,-167634048,1240708006,-291869253,277888732,1769317348,844074455,3160
-2047963034,204829966,-963898458,1309393066,-82587452,-733223674,-351370569,291794750,-225831939,1048495296,849572904,-2031985415,-2039925154,29633368,1237217144,816087706,3161
-259157823,812911788,1302521989,1577131950,-94347446,929227548,-1727526240,30286268,5199353,-1164620368,1888732477,122262231,1912984348,736120381,2142823495,926242769,3162
1517425916,-949318629,-450580214,-1661078106,-831180162,724557866,2089914269,-221078953,250453122,-1067220130,1195433681,-1612834058,-1963629686,-422900481,-1450875137,1603310382,3163
-211383315,459497239,-2058039421,702746959,-1943758087,-787653475,-983953435,-634485203,573876782,184885744,295553895,-310038737,-977557102,-693569944,-1873334443,-313444502,3164
345391883,47384397,2022795011,-1511162395,-2013544,1511694566,262709439,-416233833,-170932471,-1035674404,-241629395,1700145241,967103454,-21461932,-1799561350,647410075,3165
969980718,2125493999,-1174141522,1492196422,1311335160,623409621,1405579070,1022188999,870584879,-1784005986,2074677770,1899901197,1440113075,1034599321,993921937,382914419,3166
153255060,-942143300,1819672212,-954608810,2113840044,458608866,-1827255727,1415448362,668612009,-723955403,-1371128717,-1678445138,-1443015207,357696198,1386757002,-1391664845,3167
-1200433785,468137580,-1668472516,1088384498,-1991498691,-737350828,-269730155,636524706,-963040051,-1298397644,-489018160,1133611019,-601380014,-1332590816,1466488990,-97921606,3168
-1533795498,-1333954134,-817998319,1581295272,-804161703,1434575736,-1298997086,-1535493813,-119281915,1586917131,1374949281,-2134392786,-120397932,-984188435,-911433684,-608480514,3169
804973785,-483273585,-793641102,210197174,-1249368930,9132016,2033102169,884017889,-808076906,-98044182,-1940881599,349470961,773639954,-1660235729,262747396,-672065519,3170
252833317,1017037472,577493312,-1331275245,2087174564,845918897,-2121432764,-1064364714,1395654612,1617457024,537159522,75574878,1063871834,-1618023214,-124067330,-180680141,3171
-627764891,2115351759,31589336,-1609580585,-1236657013,1863844269,415634441,1515421692,147557723,-1928280901,1299960243,1535042856,365890586,497799215,1377250829,1914190751,3172
1602830646,2049489309,1181971892,82231744,780143819,-1980871751,61684273,-1827566796,-1657257718,652322838,-52660714,904168162,-1450893977,1877017810,783451161,2141545829,3173
-1402216165,356716984,-2112311534,-909074948,1445199256,257069376,-468721821,705600156,-1483920126,576279962,1266533671,1227462518,-627133994,62512458,-826362456,258894250,3174
-869190013,1719296677,1680245500,1609341294,1906016848,1874413050,-137777288,1369791737,-484115239,-491389314,1039011376,-1260610583,1090478036,63755479,1932010606,984860744,3175
539252557,-1790232332,1945927386,374334484,-1051654984,1547531768,-100967993,-1964525197,1294323986,-359349558,-2093030177,226015163,-1695285425,-2112227210,-1668175401,-1715717813,3176
-16552346,69291680,-98808830,713866008,-370640126,-769479866,-1515773771,1024471570,-966168384,692960135,-1938952366,721338865,25848583,-622514923,-893304792,1225886228,3177
953695309,501202390,341217364,-1787717535,1033304691,1888340424,317619044,-487374689,1964616291,-1115525919,-178698906,-1103178697,-1485645956,107545749,518831484,-371294583,3178
1077604660,-555770897,54075207,130226906,1378771241,-2059906785,-1774389621,-1131987462,-1449332638,-1917448953,-1231412442,1488331418,1173229563,-1555159771,-1388394944,-2037371000,3179
1025388340,-1615022376,-1195213001,1856837915,297545131,-1812448713,548067843,-1400283939,-6247663,172090578,202379718,1681108370,526260328,164742903,-1552855360,-1199416789,3180
-1650474039,-1180559611,1182979309,-1736626571,-1955755670,-1701535452,-1996053041,1313801696,355259284,1377864453,22033748,253935250,-1404127197,-2038790047,76143728,-2026016463,3181
-92160192,-831911382,290034167,1987217644,27341509,-1816020161,283840686,966066367,474602830,1139028222,-1288245147,2053064841,1538181930,-1328928534,1983826417,-564830825,3182
-1392866347,-876988753,807079101,-1507864516,1497436862,1758144504,-1758203612,-926295532,981783400,-2126748952,1213191073,1507682758,992731538,-572128726,552262504,523752555,3183
-1986720914,-1534719038,1003448053,-1778446076,1778089893,-900655841,-771990355,1291297393,648273638,-1270832118,-1946701874,1962755656,-1749993652,1319484421,1138792146,1240067941,3184
706245343,105970464,1838565962,-1478789402,2049357857,-1002475519,765305707,729006644,1890291783,-464467067,-1441074817,1818915446,-1114596589,1276776908,1447233902,2126249288,3185
1740571989,536215196,1824776087,-1652360009,-82197887,-815358874,-1429764169,399852430,1852318024,-94006098,1986285561,1031345781,-1456180114,1115060720,-620068629,917423461,3186
2066935325,447652108,1892592239,1205152155,1924951184,-868682328,-1177761530,1157315366,677176928,1251503234,1158493947,81287814,-2091545332,1636974600,-54193742,-1513908608,3187
968665088,511974262,1395203145,1556585614,-837534797,1241763176,1296457090,742373956,-376092770,95864981,-434591599,-1803279133,-1866620998,-1075498905,298764538,-253716178,3188
44391413,490588338,-1893492113,1059141488,1238678992,-1121896085,1599586356,-1212004390,-807189124,-1510701472,157049761,-4675908,1058255427,-755445108,-66281774,-1410027167,3189
-198679355,-2073327680,-1750750375,-1734307514,-1708780720,-838577102,-1500375332,-1482344666,-744573470,299100082,-991694999,1555054160,468002760,1633222008,-1001006422,1218139607,3190
-52077189,238805875,-1712568445,1948252784,-20002661,-488183215,791108843,1129808851,-1139531590,-1518285166,1073111907,-480504575,2033435381,1137135191,-1249732427,230760913,3191
1814624832,957984974,1825501959,1439525449,653307565,604363123,851123947,423816930,759599187,-566961697,-1910515643,1380172290,-51615270,-36047369,-1261080180,-50082452,3192
2073689094,21155555,1920405128,321037901,-76749505,-1329276513,-322245906,559547535,-1891304258,-1907763257,1175708415,2124397343,-789606435,191981237,-464585308,-1032240001,3193
-884250650,1963018256,-265924071,1686456653,-729640851,1166508858,1021872711,349708413,1037142367,-718621732,-1167010237,-1116764870,2140165411,459374132,-1051840620,217817002,3194
